carnegie_id,AffiliationId,year,student.grad_students
107044.0,107363760.0,2006,1972.0
107044.0,107363760.0,2007,1930.0
107044.0,107363760.0,2008,2279.0
107044.0,107363760.0,2009,2398.0
107044.0,107363760.0,2010,2575.0
107044.0,107363760.0,2011,2752.0
107044.0,107363760.0,2012,2409.0
107044.0,107363760.0,2013,1810.0
107044.0,107363760.0,2014,1574.0
107044.0,107363760.0,2015,1559.0
107044.0,107363760.0,2016,1483.0
107044.0,107363760.0,2017,1357.0
107044.0,107363760.0,2018,1147.0
107044.0,107363760.0,2019,1100.0
107044.0,107363760.0,2020,1045.0
107044.0,107363760.0,2021,1289.0
107080.0,130327366.0,2001,
107080.0,130327366.0,2002,11.0
107080.0,130327366.0,2003,9.0
107080.0,130327366.0,2004,7.0
107080.0,130327366.0,2005,9.0
107080.0,130327366.0,2006,7.0
107080.0,130327366.0,2007,4.0
107080.0,130327366.0,2008,8.0
107080.0,130327366.0,2009,7.0
107080.0,130327366.0,2010,13.0
107080.0,130327366.0,2011,11.0
107080.0,130327366.0,2012,15.0
107080.0,130327366.0,2013,13.0
107080.0,130327366.0,2014,10.0
107080.0,130327366.0,2015,11.0
107080.0,130327366.0,2016,7.0
107080.0,130327366.0,2017,11.0
107080.0,130327366.0,2018,6.0
107080.0,130327366.0,2019,12.0
107080.0,130327366.0,2020,10.0
107080.0,130327366.0,2021,9.0
110097.0,152479009.0,2001,709.0
110097.0,152479009.0,2002,1150.0
110097.0,152479009.0,2003,1322.0
110097.0,152479009.0,2004,1418.0
110097.0,152479009.0,2005,1535.0
110097.0,152479009.0,2006,1455.0
110097.0,152479009.0,2007,1459.0
110097.0,152479009.0,2008,1482.0
110097.0,152479009.0,2009,2007.0
110097.0,152479009.0,2010,1995.0
110097.0,152479009.0,2011,1979.0
110097.0,152479009.0,2012,1965.0
110097.0,152479009.0,2013,1970.0
110097.0,152479009.0,2014,1985.0
110097.0,152479009.0,2015,1997.0
110097.0,152479009.0,2016,2004.0
110097.0,152479009.0,2017,2124.0
110097.0,152479009.0,2018,2099.0
110097.0,152479009.0,2019,2060.0
110097.0,152479009.0,2020,2132.0
110097.0,152479009.0,2021,1955.0
110398.0,2803209242.0,2001,1252.0
110398.0,2803209242.0,2002,17.0
110398.0,2803209242.0,2003,11.0
110398.0,2803209242.0,2004,16.0
110398.0,2803209242.0,2005,17.0
110398.0,2803209242.0,2006,10.0
110398.0,2803209242.0,2007,20.0
