Year,Canonical_Name,Fuzzy_Matches,Institution_1,Institution_2
2000,Stephen A Perry,Stephen A Perry,Kent State University,University Of Akron
2000,Stephen A Perry,Stephen A Perry,Kent State University,University Of Cincinnati
2000,Stephen A Perry,Stephen A Perry,Kent State University,University Of Toledo
2000,Stephen A Perry,Stephen A Perry,Ohio State University,Ohio University
2000,Stephen A Perry,Stephen A Perry,Ohio State University,University Of Akron
2000,Stephen A Perry,Stephen A Perry,Ohio State University,University Of Cincinnati
2000,Stephen A Perry,Stephen A Perry,Ohio State University,University Of Toledo
2000,Stephen A Perry,Stephen A Perry,Ohio University,University Of Akron
2000,Stephen A Perry,Stephen A Perry,Ohio University,University Of Cincinnati
2000,Stephen A Perry,Stephen A Perry,Ohio University,University Of Toledo
2000,Stephen A Perry,Stephen A Perry,University Of Akron,University Of Cincinnati
2000,Stephen A Perry,Stephen A Perry,University Of Akron,University Of Toledo
2000,Stephen A Perry,Stephen A Perry,University Of Cincinnati,University Of Toledo
2000,Ralph E Schey,Ralph E Schey,Cleveland State University,Kent State University
2000,Ralph E Schey,Ralph E Schey,Cleveland State University,Ohio University
2000,Ralph E Schey,Ralph E Schey,Cleveland State University,University Of Akron
2000,Ralph E Schey,Ralph E Schey,Cleveland State University,University Of Cincinnati
2000,Ralph E Schey,Ralph E Schey,Cleveland State University,University Of Toledo
2000,Ralph E Schey,Ralph E Schey,Kent State University,Ohio University
2000,Ralph E Schey,Ralph E Schey,Kent State University,University Of Akron
2000,Ralph E Schey,Ralph E Schey,Kent State University,University Of Cincinnati
2000,Ralph E Schey,Ralph E Schey,Kent State University,University Of Toledo
2000,Ralph E Schey,Ralph E Schey,Ohio University,University Of Akron
2000,Ralph E Schey,Ralph E Schey,Ohio University,University Of Cincinnati
2000,Ralph E Schey,Ralph E Schey,Ohio University,University Of Toledo
2000,Ralph E Schey,Ralph E Schey,University Of Akron,University Of Cincinnati
2000,Ralph E Schey,Ralph E Schey,University Of Akron,University Of Toledo
2000,Ralph E Schey,Ralph E Schey,University Of Cincinnati,University Of Toledo
2000,John E Zuccotti,John E Zuccotti,Columbia University,Yeshiva University
2000,Peter C Meinig,Peter C Meinig,Cornell University,University Of Tulsa
2000,Rev Michael G Morrison,Rev Michael G Morrison,Creighton University,Loyola University Chicago
2000,Russell L Carson,Russell L Carson,Dartmouth College,Rockefeller University
2000,Ashley Woods,Ashley Woods,East Tennessee State University,Middle Tennessee State University
2000,Ashley Woods,Ashley Woods,East Tennessee State University,Tennessee State University
2000,Ashley Woods,Ashley Woods,East Tennessee State University,University Of Memphis
2000,Ashley Woods,Ashley Woods,Middle Tennessee State University,Tennessee State University
2000,Ashley Woods,Ashley Woods,Middle Tennessee State University,University Of Memphis
2000,Ashley Woods,Ashley Woods,Tennessee State University,University Of Memphis
2000,J Stanley Rogers,J Stanley Rogers,East Tennessee State University,Middle Tennessee State University
2000,J Stanley Rogers,J Stanley Rogers,East Tennessee State University,Tennessee State University
2000,J Stanley Rogers,J Stanley Rogers,East Tennessee State University,Tennessee Technological University
2000,J Stanley Rogers,J Stanley Rogers,East Tennessee State University,University Of Memphis
2000,J Stanley Rogers,J Stanley Rogers,Middle Tennessee State University,Tennessee State University
2000,J Stanley Rogers,J Stanley Rogers,Middle Tennessee State University,Tennessee Technological University
2000,J Stanley Rogers,J Stanley Rogers,Middle Tennessee State University,University Of Memphis
2000,J Stanley Rogers,J Stanley Rogers,Tennessee State University,Tennessee Technological University
2000,J Stanley Rogers,J Stanley Rogers,Tennessee State University,University Of Memphis
2000,J Stanley Rogers,J Stanley Rogers,Tennessee Technological University,University Of Memphis
2000,The Hon Dan Wheeler,The Hon Dan Wheeler,East Tennessee State University,Middle Tennessee State University
2000,The Hon Dan Wheeler,The Hon Dan Wheeler,East Tennessee State University,Tennessee State University
2000,The Hon Dan Wheeler,The Hon Dan Wheeler,East Tennessee State University,Tennessee Technological University
2000,The Hon Dan Wheeler,The Hon Dan Wheeler,East Tennessee State University,University Of Memphis
2000,The Hon Dan Wheeler,The Hon Dan Wheeler,Middle Tennessee State University,Tennessee State University
2000,The Hon Dan Wheeler,The Hon Dan Wheeler,Middle Tennessee State University,Tennessee Technological University
2000,The Hon Dan Wheeler,The Hon Dan Wheeler,Middle Tennessee State University,University Of Memphis
2000,The Hon Dan Wheeler,The Hon Dan Wheeler,Tennessee State University,Tennessee Technological University
2000,The Hon Dan Wheeler,The Hon Dan Wheeler,Tennessee State University,University Of Memphis
2000,The Hon Dan Wheeler,The Hon Dan Wheeler,Tennessee Technological University,University Of Memphis
2000,William H Watkins,William H Watkins,East Tennessee State University,Middle Tennessee State University
2000,William H Watkins,William H Watkins,East Tennessee State University,Tennessee State University
2000,William H Watkins,William H Watkins,East Tennessee State University,Tennessee Technological University
2000,William H Watkins,William H Watkins,East Tennessee State University,University Of Memphis
2000,William H Watkins,William H Watkins,Middle Tennessee State University,Tennessee State University
2000,William H Watkins,William H Watkins,Middle Tennessee State University,Tennessee Technological University
2000,William H Watkins,William H Watkins,Middle Tennessee State University,University Of Memphis
2000,William H Watkins,William H Watkins,Tennessee State University,Tennessee Technological University
2000,William H Watkins,William H Watkins,Tennessee State University,University Of Memphis
2000,William H Watkins,William H Watkins,Tennessee Technological University,University Of Memphis
2000,The Hon Don Sundquist,The Hon Don Sundquist,East Tennessee State University,Middle Tennessee State University
2000,The Hon Don Sundquist,The Hon Don Sundquist,East Tennessee State University,Tennessee State University
2000,The Hon Don Sundquist,The Hon Don Sundquist,East Tennessee State University,Tennessee Technological University
2000,The Hon Don Sundquist,The Hon Don Sundquist,East Tennessee State University,University Of Memphis
2000,The Hon Don Sundquist,The Hon Don Sundquist,Middle Tennessee State University,Tennessee State University
2000,The Hon Don Sundquist,The Hon Don Sundquist,Middle Tennessee State University,Tennessee Technological University
2000,The Hon Don Sundquist,The Hon Don Sundquist,Middle Tennessee State University,University Of Memphis
2000,The Hon Don Sundquist,The Hon Don Sundquist,Tennessee State University,Tennessee Technological University
2000,The Hon Don Sundquist,The Hon Don Sundquist,Tennessee State University,University Of Memphis
2000,The Hon Don Sundquist,The Hon Don Sundquist,Tennessee Technological University,University Of Memphis
2000,Maxine A Smith,Maxine A Smith,East Tennessee State University,Middle Tennessee State University
2000,Maxine A Smith,Maxine A Smith,East Tennessee State University,Tennessee State University
2000,Maxine A Smith,Maxine A Smith,East Tennessee State University,Tennessee Technological University
2000,Maxine A Smith,Maxine A Smith,East Tennessee State University,University Of Memphis
2000,Maxine A Smith,Maxine A Smith,Middle Tennessee State University,Tennessee State University
2000,Maxine A Smith,Maxine A Smith,Middle Tennessee State University,Tennessee Technological University
2000,Maxine A Smith,Maxine A Smith,Middle Tennessee State University,University Of Memphis
2000,Maxine A Smith,Maxine A Smith,Tennessee State University,Tennessee Technological University
2000,Maxine A Smith,Maxine A Smith,Tennessee State University,University Of Memphis
2000,Maxine A Smith,Maxine A Smith,Tennessee Technological University,University Of Memphis
2000,Charles E Smith,Charles E Smith,East Tennessee State University,Middle Tennessee State University
2000,Charles E Smith,Charles E Smith,East Tennessee State University,Tennessee State University
2000,Charles E Smith,Charles E Smith,East Tennessee State University,Tennessee Technological University
2000,Charles E Smith,Charles E Smith,East Tennessee State University,University Of Memphis
2000,Charles E Smith,Charles E Smith,Middle Tennessee State University,Tennessee State University
2000,Charles E Smith,Charles E Smith,Middle Tennessee State University,Tennessee Technological University
2000,Charles E Smith,Charles E Smith,Middle Tennessee State University,University Of Memphis
2000,Charles E Smith,Charles E Smith,Tennessee State University,Tennessee Technological University
2000,Charles E Smith,Charles E Smith,Tennessee State University,University Of Memphis
2000,Charles E Smith,Charles E Smith,Tennessee Technological University,University Of Memphis
2000,Debora J Seivers,Debora J Seivers,East Tennessee State University,Middle Tennessee State University
2000,Debora J Seivers,Debora J Seivers,East Tennessee State University,Tennessee State University
2000,Debora J Seivers,Debora J Seivers,East Tennessee State University,Tennessee Technological University
2000,Debora J Seivers,Debora J Seivers,East Tennessee State University,University Of Memphis
2000,Debora J Seivers,Debora J Seivers,Middle Tennessee State University,Tennessee State University
2000,Debora J Seivers,Debora J Seivers,Middle Tennessee State University,Tennessee Technological University
2000,Debora J Seivers,Debora J Seivers,Middle Tennessee State University,University Of Memphis
2000,Debora J Seivers,Debora J Seivers,Tennessee State University,Tennessee Technological University
2000,Debora J Seivers,Debora J Seivers,Tennessee State University,University Of Memphis
2000,Debora J Seivers,Debora J Seivers,Tennessee Technological University,University Of Memphis
2000,Richard G Rhoda,Richard G Rhoda,East Tennessee State University,Middle Tennessee State University
2000,Richard G Rhoda,Richard G Rhoda,East Tennessee State University,Tennessee State University
2000,Richard G Rhoda,Richard G Rhoda,East Tennessee State University,Tennessee Technological University
2000,Richard G Rhoda,Richard G Rhoda,East Tennessee State University,University Of Memphis
2000,Richard G Rhoda,Richard G Rhoda,Middle Tennessee State University,Tennessee State University
2000,Richard G Rhoda,Richard G Rhoda,Middle Tennessee State University,Tennessee Technological University
2000,Richard G Rhoda,Richard G Rhoda,Middle Tennessee State University,University Of Memphis
2000,Richard G Rhoda,Richard G Rhoda,Tennessee State University,Tennessee Technological University
2000,Richard G Rhoda,Richard G Rhoda,Tennessee State University,University Of Memphis
2000,Richard G Rhoda,Richard G Rhoda,Tennessee Technological University,University Of Memphis
2000,Judy Johnson,Judy Johnson,East Tennessee State University,Middle Tennessee State University
2000,Judy Johnson,Judy Johnson,East Tennessee State University,Tennessee State University
2000,Judy Johnson,Judy Johnson,East Tennessee State University,Tennessee Technological University
2000,Judy Johnson,Judy Johnson,East Tennessee State University,University Of Memphis
2000,Judy Johnson,Judy Johnson,Middle Tennessee State University,Tennessee State University
2000,Judy Johnson,Judy Johnson,Middle Tennessee State University,Tennessee Technological University
2000,Judy Johnson,Judy Johnson,Middle Tennessee State University,University Of Memphis
2000,Judy Johnson,Judy Johnson,Tennessee State University,Tennessee Technological University
2000,Judy Johnson,Judy Johnson,Tennessee State University,University Of Memphis
2000,Judy Johnson,Judy Johnson,Tennessee Technological University,University Of Memphis
2000,W Keith Mccord,W Keith Mccord,East Tennessee State University,Middle Tennessee State University
2000,W Keith Mccord,W Keith Mccord,East Tennessee State University,Tennessee State University
2000,W Keith Mccord,W Keith Mccord,East Tennessee State University,Tennessee Technological University
2000,W Keith Mccord,W Keith Mccord,East Tennessee State University,University Of Memphis
2000,W Keith Mccord,W Keith Mccord,Middle Tennessee State University,Tennessee State University
2000,W Keith Mccord,W Keith Mccord,Middle Tennessee State University,Tennessee Technological University
2000,W Keith Mccord,W Keith Mccord,Middle Tennessee State University,University Of Memphis
2000,W Keith Mccord,W Keith Mccord,Tennessee State University,Tennessee Technological University
2000,W Keith Mccord,W Keith Mccord,Tennessee State University,University Of Memphis
2000,W Keith Mccord,W Keith Mccord,Tennessee Technological University,University Of Memphis
2000,Leslie Parks Pope,Leslie Parks Pope,East Tennessee State University,Middle Tennessee State University
2000,Leslie Parks Pope,Leslie Parks Pope,East Tennessee State University,Tennessee State University
2000,Leslie Parks Pope,Leslie Parks Pope,East Tennessee State University,Tennessee Technological University
2000,Leslie Parks Pope,Leslie Parks Pope,East Tennessee State University,University Of Memphis
2000,Leslie Parks Pope,Leslie Parks Pope,Middle Tennessee State University,Tennessee State University
2000,Leslie Parks Pope,Leslie Parks Pope,Middle Tennessee State University,Tennessee Technological University
2000,Leslie Parks Pope,Leslie Parks Pope,Middle Tennessee State University,University Of Memphis
2000,Leslie Parks Pope,Leslie Parks Pope,Tennessee State University,Tennessee Technological University
2000,Leslie Parks Pope,Leslie Parks Pope,Tennessee State University,University Of Memphis
2000,Leslie Parks Pope,Leslie Parks Pope,Tennessee Technological University,University Of Memphis
2000,Demetra Godsey Boyd,Demetra Godsey Boyd,East Tennessee State University,Middle Tennessee State University
2000,Demetra Godsey Boyd,Demetra Godsey Boyd,East Tennessee State University,Tennessee State University
2000,Demetra Godsey Boyd,Demetra Godsey Boyd,East Tennessee State University,Tennessee Technological University
2000,Demetra Godsey Boyd,Demetra Godsey Boyd,East Tennessee State University,University Of Memphis
2000,Demetra Godsey Boyd,Demetra Godsey Boyd,Middle Tennessee State University,Tennessee State University
2000,Demetra Godsey Boyd,Demetra Godsey Boyd,Middle Tennessee State University,Tennessee Technological University
2000,Demetra Godsey Boyd,Demetra Godsey Boyd,Middle Tennessee State University,University Of Memphis
2000,Demetra Godsey Boyd,Demetra Godsey Boyd,Tennessee State University,Tennessee Technological University
2000,Demetra Godsey Boyd,Demetra Godsey Boyd,Tennessee State University,University Of Memphis
2000,Demetra Godsey Boyd,Demetra Godsey Boyd,Tennessee Technological University,University Of Memphis
2000,The Hon Vernon Coffey,The Hon Vernon Coffey,East Tennessee State University,Middle Tennessee State University
2000,The Hon Vernon Coffey,The Hon Vernon Coffey,East Tennessee State University,Tennessee State University
2000,The Hon Vernon Coffey,The Hon Vernon Coffey,East Tennessee State University,Tennessee Technological University
2000,The Hon Vernon Coffey,The Hon Vernon Coffey,East Tennessee State University,University Of Memphis
2000,The Hon Vernon Coffey,The Hon Vernon Coffey,Middle Tennessee State University,Tennessee State University
2000,The Hon Vernon Coffey,The Hon Vernon Coffey,Middle Tennessee State University,Tennessee Technological University
2000,The Hon Vernon Coffey,The Hon Vernon Coffey,Middle Tennessee State University,University Of Memphis
2000,The Hon Vernon Coffey,The Hon Vernon Coffey,Tennessee State University,Tennessee Technological University
2000,The Hon Vernon Coffey,The Hon Vernon Coffey,Tennessee State University,University Of Memphis
2000,The Hon Vernon Coffey,The Hon Vernon Coffey,Tennessee Technological University,University Of Memphis
2000,Robert Jack Fishman,Robert Jack Fishman,East Tennessee State University,Middle Tennessee State University
2000,Robert Jack Fishman,Robert Jack Fishman,East Tennessee State University,Tennessee State University
2000,Robert Jack Fishman,Robert Jack Fishman,East Tennessee State University,Tennessee Technological University
2000,Robert Jack Fishman,Robert Jack Fishman,East Tennessee State University,University Of Memphis
2000,Robert Jack Fishman,Robert Jack Fishman,Middle Tennessee State University,Tennessee State University
2000,Robert Jack Fishman,Robert Jack Fishman,Middle Tennessee State University,Tennessee Technological University
2000,Robert Jack Fishman,Robert Jack Fishman,Middle Tennessee State University,University Of Memphis
2000,Robert Jack Fishman,Robert Jack Fishman,Tennessee State University,Tennessee Technological University
2000,Robert Jack Fishman,Robert Jack Fishman,Tennessee State University,University Of Memphis
2000,Robert Jack Fishman,Robert Jack Fishman,Tennessee Technological University,University Of Memphis
2000,Edgar R Bowers,Edgar R Bowers,East Tennessee State University,Middle Tennessee State University
2000,Edgar R Bowers,Edgar R Bowers,East Tennessee State University,Tennessee State University
2000,Edgar R Bowers,Edgar R Bowers,East Tennessee State University,Tennessee Technological University
2000,Edgar R Bowers,Edgar R Bowers,East Tennessee State University,University Of Memphis
2000,Edgar R Bowers,Edgar R Bowers,Middle Tennessee State University,Tennessee State University
2000,Edgar R Bowers,Edgar R Bowers,Middle Tennessee State University,Tennessee Technological University
2000,Edgar R Bowers,Edgar R Bowers,Middle Tennessee State University,University Of Memphis
2000,Edgar R Bowers,Edgar R Bowers,Tennessee State University,Tennessee Technological University
2000,Edgar R Bowers,Edgar R Bowers,Tennessee State University,University Of Memphis
2000,Edgar R Bowers,Edgar R Bowers,Tennessee Technological University,University Of Memphis
2000,Ed Jernigan,Ed Jernigan,East Tennessee State University,Middle Tennessee State University
2000,Ed Jernigan,Ed Jernigan,East Tennessee State University,Tennessee State University
2000,Ed Jernigan,Ed Jernigan,East Tennessee State University,Tennessee Technological University
2000,Ed Jernigan,Ed Jernigan,East Tennessee State University,University Of Memphis
2000,Ed Jernigan,Ed Jernigan,Middle Tennessee State University,Tennessee State University
2000,Ed Jernigan,Ed Jernigan,Middle Tennessee State University,Tennessee Technological University
2000,Ed Jernigan,Ed Jernigan,Middle Tennessee State University,University Of Memphis
2000,Ed Jernigan,Ed Jernigan,Tennessee State University,Tennessee Technological University
2000,Ed Jernigan,Ed Jernigan,Tennessee State University,University Of Memphis
2000,Ed Jernigan,Ed Jernigan,Tennessee Technological University,University Of Memphis
2000,Jane G Kisber,Jane G Kisber,East Tennessee State University,Middle Tennessee State University
2000,Jane G Kisber,Jane G Kisber,East Tennessee State University,Tennessee State University
2000,Jane G Kisber,Jane G Kisber,East Tennessee State University,Tennessee Technological University
2000,Jane G Kisber,Jane G Kisber,East Tennessee State University,University Of Memphis
2000,Jane G Kisber,Jane G Kisber,Middle Tennessee State University,Tennessee State University
2000,Jane G Kisber,Jane G Kisber,Middle Tennessee State University,Tennessee Technological University
2000,Jane G Kisber,Jane G Kisber,Middle Tennessee State University,University Of Memphis
2000,Jane G Kisber,Jane G Kisber,Tennessee State University,Tennessee Technological University
2000,Jane G Kisber,Jane G Kisber,Tennessee State University,University Of Memphis
2000,Jane G Kisber,Jane G Kisber,Tennessee Technological University,University Of Memphis
2000,Clifford H Henry,Clifford H Henry,East Tennessee State University,Middle Tennessee State University
2000,Clifford H Henry,Clifford H Henry,East Tennessee State University,Tennessee State University
2000,Clifford H Henry,Clifford H Henry,East Tennessee State University,Tennessee Technological University
2000,Clifford H Henry,Clifford H Henry,East Tennessee State University,University Of Memphis
2000,Clifford H Henry,Clifford H Henry,Middle Tennessee State University,Tennessee State University
2000,Clifford H Henry,Clifford H Henry,Middle Tennessee State University,Tennessee Technological University
2000,Clifford H Henry,Clifford H Henry,Middle Tennessee State University,University Of Memphis
2000,Clifford H Henry,Clifford H Henry,Tennessee State University,Tennessee Technological University
2000,Clifford H Henry,Clifford H Henry,Tennessee State University,University Of Memphis
2000,Clifford H Henry,Clifford H Henry,Tennessee Technological University,University Of Memphis
2000,William P Frank,William P Frank,Fordham University,Georgetown University
2000,John M Kucharski,John M Kucharski,George Washington University,Marquette University
2000,William R Berkley,William R Berkley,Georgetown University,New York University
2000,William R Berkley,William R Berkley,Georgetown University,University Of Connecticut
2000,William R Berkley,William R Berkley,New York University,University Of Connecticut
2000,John W Padberg,John W Padberg,Georgetown University,Saint Louis University
2000,Charles M Cawley,Charles M Cawley,Georgetown University,University Of Delaware
2000,Gustavo A Cisneros,Gustavo A Cisneros,Georgetown University,Rockefeller University
2000,Edward L Hamm,Edward L Hamm,Hampton University,Old Dominion University
2000,David S Mack,David S Mack,Hofstra University,Yeshiva University
2000,Thomas H Obrien,Thomas H Obrien,Hofstra University,University Of Pittsburgh
2000,Frank Savage,Frank Savage,Howard University,Johns Hopkins University
2000,Curtis H Eaton,Curtis H Eaton,Idaho State University,University Of Idaho
2000,Harold W Davis,Harold W Davis,Idaho State University,University Of Idaho
2000,Homer J Livingston,Homer J Livingston,Illinois Institute Of Technology,Loyola University Chicago
2000,Fidelis N Umeh,Fidelis N Umeh,Illinois Institute Of Technology,Loyola University Chicago
2000,Casey Cowell,Casey Cowell,Illinois Institute Of Technology,University Of Chicago
2000,James H Mccormick,James H Mccormick,Indiana University Of Pennsylvania,West Chester University Of Pennsylvania
2000,Owen J Newlin,Owen J Newlin,Iowa State University,University Of Iowa
2000,Beverly Ann Smith,Beverly Ann Smith,Iowa State University,University Of Iowa
2000,Deborah Turner,Deborah Turner,Iowa State University,University Of Iowa
2000,David Neil,David Neil,Iowa State University,University Of Iowa
2000,Clarkson L Kelly,Clarkson L Kelly,Iowa State University,University Of Iowa
2000,David J Fisher,David J Fisher,Iowa State University,University Of Iowa
2000,Roger L Lande,Roger L Lande,Iowa State University,University Of Iowa
2000,Norman R Augustine,Norman R Augustine,Johns Hopkins University,Massachusetts Institute Of Technology
2000,Jack Wempe,Jack Wempe,Kansas State University,University Of Kansas
2000,Jack Wempe,Jack Wempe,Kansas State University,Wichita State University
2000,Jack Wempe,Jack Wempe,University Of Kansas,Wichita State University
2000,Sylvia L Robinson,Sylvia L Robinson,Kansas State University,University Of Kansas
2000,Sylvia L Robinson,Sylvia L Robinson,Kansas State University,Wichita State University
2000,Sylvia L Robinson,Sylvia L Robinson,University Of Kansas,Wichita State University
2000,Fred Kerr,Fred Kerr,Kansas State University,University Of Kansas
2000,Fred Kerr,Fred Kerr,Kansas State University,Wichita State University
2000,Fred Kerr,Fred Kerr,University Of Kansas,Wichita State University
2000,Floris Jean Hampton,Floris Jean Hampton,Kansas State University,University Of Kansas
2000,Floris Jean Hampton,Floris Jean Hampton,Kansas State University,Wichita State University
2000,Floris Jean Hampton,Floris Jean Hampton,University Of Kansas,Wichita State University
2000,Harry W Craig,Harry W Craig,Kansas State University,University Of Kansas
2000,Harry W Craig,Harry W Craig,Kansas State University,Wichita State University
2000,Harry W Craig,Harry W Craig,University Of Kansas,Wichita State University
2000,Janice Debauge,Janice Debauge,Kansas State University,University Of Kansas
2000,Janice Debauge,Janice Debauge,Kansas State University,Wichita State University
2000,Janice Debauge,Janice Debauge,University Of Kansas,Wichita State University
2000,Stephen L Clark,Stephen L Clark,Kansas State University,University Of Kansas
2000,Stephen L Clark,Stephen L Clark,Kansas State University,Wichita State University
2000,Stephen L Clark,Stephen L Clark,University Of Kansas,Wichita State University
2000,Clay C Blair,Clay C Blair,Kansas State University,University Of Kansas
2000,Clay C Blair,Clay C Blair,Kansas State University,Wichita State University
2000,Clay C Blair,Clay C Blair,University Of Kansas,Wichita State University
2000,William R Docking,William R Docking,Kansas State University,University Of Kansas
2000,William R Docking,William R Docking,Kansas State University,Wichita State University
2000,William R Docking,William R Docking,University Of Kansas,Wichita State University
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,Kent State University,Ohio State University
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,Kent State University,Ohio University
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,Kent State University,University Of Akron
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,Kent State University,University Of Cincinnati
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,Kent State University,University Of Toledo
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,Ohio State University,Ohio University
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,Ohio State University,University Of Akron
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,Ohio State University,University Of Cincinnati
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,Ohio State University,University Of Toledo
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,Ohio University,University Of Akron
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,Ohio University,University Of Cincinnati
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,Ohio University,University Of Toledo
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,University Of Akron,University Of Cincinnati
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,University Of Akron,University Of Toledo
2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown,University Of Cincinnati,University Of Toledo
2000,Frank E Walsh,Frank E Walsh,Lehigh University,Seton Hall University
2000,Rev John J Piderit,Rev John J Piderit,Loyola Marymount University,Loyola University Chicago
2000,Rev John P Schlegel,Rev John P Schlegel,Loyola University Chicago,University Of San Francisco
2000,Alice B Hayes,Alice B Hayes,Loyola University Chicago,University Of San Diego
2000,Gerald A Rauenhorst,Gerald A Rauenhorst,Marquette University,University Of St Thomas Minnesota
2000,Willie D Davis,Willie D Davis,Marquette University,University Of Chicago
2000,Richard A Abdoo,Richard A Abdoo,Marquette University,University Of Dayton
2000,James H Harless,James H Harless,Marshall University,West Virginia University
2000,John David,John David,Marshall University,West Virginia University
2000,Michael J Farrell,Michael J Farrell,Marshall University,West Virginia University
2000,John R Hoblitzell,John R Hoblitzell,Marshall University,West Virginia University
2000,Lucia B James,Lucia B James,Marshall University,West Virginia University
2000,J Thomas Jones,J Thomas Jones,Marshall University,West Virginia University
2000,Jeremy Posey,Jeremy Posey,Marshall University,West Virginia University
2000,Thomas E Potter,Thomas E Potter,Marshall University,West Virginia University
2000,Joseph W Powell,Joseph W Powell,Marshall University,West Virginia University
2000,Ron D Stollings,Ron D Stollings,Marshall University,West Virginia University
2000,Ellen Broudy,Ellen Broudy,Marshall University,West Virginia University
2000,Phyllis H Arnold,Phyllis H Arnold,Marshall University,West Virginia University
2000,Elliot K Wolk,Elliot K Wolk,Massachusetts Institute Of Technology,Yeshiva University
2000,Theresa M Stone,Theresa M Stone,Massachusetts Institute Of Technology,University Of North Carolina At Greensboro
2000,Larry Homan,Larry Homan,Mississippi State University,University Of Mississippi
2000,Larry Homan,Larry Homan,Mississippi State University,University Of Southern Mississippi
2000,Larry Homan,Larry Homan,University Of Mississippi,University Of Southern Mississippi
2000,Nan Mcgahey Baker,Nan Mcgahey Baker,Mississippi State University,University Of Mississippi
2000,Nan Mcgahey Baker,Nan Mcgahey Baker,Mississippi State University,University Of Southern Mississippi
2000,Nan Mcgahey Baker,Nan Mcgahey Baker,University Of Mississippi,University Of Southern Mississippi
2000,Thomas W Colbert,Thomas W Colbert,Mississippi State University,University Of Mississippi
2000,Thomas W Colbert,Thomas W Colbert,Mississippi State University,University Of Southern Mississippi
2000,Thomas W Colbert,Thomas W Colbert,University Of Mississippi,University Of Southern Mississippi
2000,Virginia Shanteau Newton,Virginia Shanteau Newton,Mississippi State University,University Of Mississippi
2000,Virginia Shanteau Newton,Virginia Shanteau Newton,Mississippi State University,University Of Southern Mississippi
2000,Virginia Shanteau Newton,Virginia Shanteau Newton,University Of Mississippi,University Of Southern Mississippi
2000,D E Magee,D E Magee,Mississippi State University,University Of Mississippi
2000,D E Magee,D E Magee,Mississippi State University,University Of Southern Mississippi
2000,D E Magee,D E Magee,University Of Mississippi,University Of Southern Mississippi
2000,James W Luvene,James W Luvene,Mississippi State University,University Of Mississippi
2000,James W Luvene,James W Luvene,Mississippi State University,University Of Southern Mississippi
2000,James W Luvene,James W Luvene,University Of Mississippi,University Of Southern Mississippi
2000,Thomas D Layzell,Thomas D Layzell,Mississippi State University,University Of Mississippi
2000,Thomas D Layzell,Thomas D Layzell,Mississippi State University,University Of Southern Mississippi
2000,Thomas D Layzell,Thomas D Layzell,University Of Mississippi,University Of Southern Mississippi
2000,William Sterling Crawford,William Sterling Crawford,Mississippi State University,University Of Mississippi
2000,William Sterling Crawford,William Sterling Crawford,Mississippi State University,University Of Southern Mississippi
2000,William Sterling Crawford,William Sterling Crawford,University Of Mississippi,University Of Southern Mississippi
2000,J Marlin Ivey,J Marlin Ivey,Mississippi State University,University Of Mississippi
2000,J Marlin Ivey,J Marlin Ivey,Mississippi State University,University Of Southern Mississippi
2000,J Marlin Ivey,J Marlin Ivey,University Of Mississippi,University Of Southern Mississippi
2000,Ricki R Garrett,Ricki R Garrett,Mississippi State University,University Of Mississippi
2000,Ricki R Garrett,Ricki R Garrett,Mississippi State University,University Of Southern Mississippi
2000,Ricki R Garrett,Ricki R Garrett,University Of Mississippi,University Of Southern Mississippi
2000,James Roy Klumb,James Roy Klumb,Mississippi State University,University Of Mississippi
2000,James Roy Klumb,James Roy Klumb,Mississippi State University,University Of Southern Mississippi
2000,James Roy Klumb,James Roy Klumb,University Of Mississippi,University Of Southern Mississippi
2000,Paul E Lego,Paul E Lego,New Jersey Institute Of Technology,University Of Pittsburgh
2000,Raymond G Chambers,Raymond G Chambers,New Jersey Institute Of Technology,University Of Notre Dame
2000,Michael J Davis,Michael J Davis,New Mexico State University,University Of New Mexico
2000,Barrington D Parker,Barrington D Parker,New School University,Yale University
2000,Strachan Donnelley,Strachan Donnelley,New School University,University Of Chicago
2000,Henry R Silverman,Henry R Silverman,New York University,University Of Pennsylvania
2000,Diane Belfer,Diane Belfer,New York University,Yeshiva University
2000,Thomas G Labrecque,Thomas G Labrecque,New York University,University Of Notre Dame
2000,Maurice R Greenberg,Maurice R Greenberg,New York University,Rockefeller University
2000,Judy Gignac,Judy Gignac,Northern Arizona University,University Of Arizona
2000,Marlin Glass,Marlin Glass,Oklahoma State University,University Of Oklahoma
