Year,Canonical_Name,Fuzzy_Matches,Institution_1,Institution_2
2008,Rev Edward A Malloy Csc,Rev Edward A Malloy Csc,University Of St Thomas Minnesota,Vanderbilt University
2008,Jed H Pitcher,Jed H Pitcher,University Of Utah,Utah State University
2008,John H Zenger,John H Zenger,University Of Utah,Utah State University
2008,Marion O Snow,Marion O Snow,University Of Utah,Utah State University
2008,Sara V Sinclair Rn Cha Fachca,Sara V Sinclair Rn Cha Fachca,University Of Utah,Utah State University
2008,Josh M Reid,Josh M Reid,University Of Utah,Utah State University
2008,Anthony W Morgan,Anthony W Morgan,University Of Utah,Utah State University
2008,Richard E Kendell,Richard E Kendell,University Of Utah,Utah State University
2008,Nolan E Karras,Nolan E Karras,University Of Utah,Utah State University
2008,James S Jardine,James S Jardine,University Of Utah,Utah State University
2008,David J Jordan,David J Jordan,University Of Utah,Utah State University
2008,Greg W Haws,Greg W Haws,University Of Utah,Utah State University
2008,Katharine Bagley Garff,Katharine Bagley Garff,University Of Utah,Utah State University
2008,Amy Engh,Amy Engh,University Of Utah,Utah State University
2008,Rosanita Cespedes,Rosanita Cespedes,University Of Utah,Utah State University
2008,Janet A Cannon,Janet A Cannon,University Of Utah,Utah State University
2008,Bonnie Jean Beesley,Bonnie Jean Beesley,University Of Utah,Utah State University
2008,Jerry C Atkin,Jerry C Atkin,University Of Utah,Utah State University
2008,Meghan Holbrook,Meghan Holbrook,University Of Utah,Utah State University
2009,Donald C Schneider,Donald C Schneider,Andrews University,Loma Linda University
2009,Jan Paulsen,Jan Paulsen,Andrews University,Loma Linda University
2009,Matthew Bediako,Matthew Bediako,Andrews University,Loma Linda University
2009,C Garland Dulan,C Garland Dulan,Andrews University,Loma Linda University
2009,Robert E Lemon,Robert E Lemon,Andrews University,Loma Linda University
2009,Janet Napolitano,Janet Napolitano,Arizona State University,Northern Arizona University
2009,Janet Napolitano,Janet Napolitano,Arizona State University,University Of Arizona
2009,Janet Napolitano,Janet Napolitano,Northern Arizona University,University Of Arizona
2009,Ross Meyer,Ross Meyer,Arizona State University,Northern Arizona University
2009,Ross Meyer,Ross Meyer,Arizona State University,University Of Arizona
2009,Ross Meyer,Ross Meyer,Northern Arizona University,University Of Arizona
2009,Bob Mclendon,Bob Mclendon,Arizona State University,Northern Arizona University
2009,Bob Mclendon,Bob Mclendon,Arizona State University,University Of Arizona
2009,Bob Mclendon,Bob Mclendon,Northern Arizona University,University Of Arizona
2009,David Martinez,David Martinez,Arizona State University,Northern Arizona University
2009,David Martinez,David Martinez,Arizona State University,University Of Arizona
2009,David Martinez,David Martinez,Northern Arizona University,University Of Arizona
2009,Luann Leonard,Luann Leonard,Arizona State University,Northern Arizona University
2009,Luann Leonard,Luann Leonard,Arizona State University,University Of Arizona
2009,Luann Leonard,Luann Leonard,Northern Arizona University,University Of Arizona
2009,Anne L Mariucci,Anne L Mariucci,Arizona State University,Northern Arizona University
2009,Anne L Mariucci,Anne L Mariucci,Arizona State University,University Of Arizona
2009,Anne L Mariucci,Anne L Mariucci,Northern Arizona University,University Of Arizona
2009,Fred Duval,Fred Duval,Arizona State University,Northern Arizona University
2009,Fred Duval,Fred Duval,Arizona State University,University Of Arizona
2009,Fred Duval,Fred Duval,Northern Arizona University,University Of Arizona
2009,Dennis W Deconcini,Dennis W Deconcini,Arizona State University,Northern Arizona University
2009,Dennis W Deconcini,Dennis W Deconcini,Arizona State University,University Of Arizona
2009,Dennis W Deconcini,Dennis W Deconcini,Northern Arizona University,University Of Arizona
2009,Ernest Calderon,Ernest Calderon,Arizona State University,Northern Arizona University
2009,Ernest Calderon,Ernest Calderon,Arizona State University,University Of Arizona
2009,Ernest Calderon,Ernest Calderon,Northern Arizona University,University Of Arizona
2009,Robert Bulla,Robert Bulla,Arizona State University,Northern Arizona University
2009,Robert Bulla,Robert Bulla,Arizona State University,University Of Arizona
2009,Robert Bulla,Robert Bulla,Northern Arizona University,University Of Arizona
2009,Fred Boice,Fred Boice,Arizona State University,Northern Arizona University
2009,Fred Boice,Fred Boice,Arizona State University,University Of Arizona
2009,Fred Boice,Fred Boice,Northern Arizona University,University Of Arizona
2009,Thomas C Tom Horne,Thomas C Tom Horne,Arizona State University,Northern Arizona University
2009,Robert Theron Brockman,Robert Theron Brockman,Baylor College Of Medicine,Rice University
2009,Rev Robert B Lawton,Rev Robert B Lawton,Boston College,Loyola Marymount University
2009,Rev Douglas W Marcouiller,Rev Douglas W Marcouiller,Boston College,Marquette University
2009,Rev Bradley M Schaeffer,Rev Bradley M Schaeffer,Boston College,Georgetown University
2009,Rev Bradley M Schaeffer,Rev Bradley M Schaeffer,Boston College,Loyola University Chicago
2009,Rev Bradley M Schaeffer,Rev Bradley M Schaeffer,Georgetown University,Loyola University Chicago
2009,Thomas H Lee,Thomas H Lee,Brandeis University,Rockefeller University
2009,Michael H Steinhardt,Michael H Steinhardt,Brandeis University,New York University
2009,E John Rosenwald,E John Rosenwald,Brandeis University,Columbia University
2009,Ronald A Ratner,Ronald A Ratner,Brandeis University,Ohio State University
2009,Martin J Granoff,Martin J Granoff,Brown University,Tufts University
2009,Karen M Levy,Karen M Levy,Brown University,Rockefeller University
2009,George L Argyros,George L Argyros,California Institute Of Technology,Chapman University
2009,Gordon M Binder,Gordon M Binder,California Institute Of Technology,Massachusetts Institute Of Technology
2009,David L Lee,David L Lee,California Institute Of Technology,University Of Southern California
2009,John D Diekman,John D Diekman,California Institute Of Technology,Princeton University
2009,James F Rothenberg,James F Rothenberg,California Institute Of Technology,Harvard University
2009,William S Dietrich Ii,William S Dietrich Ii,Carnegie Mellon University,University Of Pittsburgh
2009,Luke Ravenstahl,Luke Ravenstahl,Carnegie Mellon University,University Of Pittsburgh
2009,The Most Reverend Harry J Flynn,The Most Reverend Harry J Flynn,Catholic University Of America,University Of St Thomas Minnesota
2009,The Most Reverend Aurthur J Serratelli,The Most Reverend Aurthur J Serratelli,Catholic University Of America,Seton Hall University
2009,Reverend David M Oconnell Cm,Reverend David M Oconnell Cm,Catholic University Of America,St Johns University
2009,The Most Reverend John J Myers,The Most Reverend John J Myers,Catholic University Of America,Seton Hall University
2009,Cory A Booker,Cory A Booker,Columbia University,New Jersey Institute Of Technology
2009,Ruth L Gottesman,Ruth L Gottesman,Columbia University,Yeshiva University
2009,Ratan N Tata,Ratan N Tata,Cornell University,University Of Southern California
2009,Martin Y Tang,Martin Y Tang,Cornell University,Massachusetts Institute Of Technology
2009,Paul A Gould,Paul A Gould,Cornell University,New School
2009,Kenneth E Stinson,Kenneth E Stinson,Creighton University,University Of Notre Dame
2009,Jeffrey P Orleans,Jeffrey P Orleans,Drexel University,Thomas Jefferson University
2009,David M Rubenstein,David M Rubenstein,Duke University,Johns Hopkins University
2009,David M Rubenstein,David M Rubenstein,Duke University,University Of Chicago
2009,David M Rubenstein,David M Rubenstein,Johns Hopkins University,University Of Chicago
2009,Robert P Thomas,Robert P Thomas,East Tennessee State University,Middle Tennessee State University
2009,Robert P Thomas,Robert P Thomas,East Tennessee State University,Tennessee State University
2009,Robert P Thomas,Robert P Thomas,East Tennessee State University,Tennessee Technological University
2009,Robert P Thomas,Robert P Thomas,East Tennessee State University,University Of Memphis
2009,Robert P Thomas,Robert P Thomas,Middle Tennessee State University,Tennessee State University
2009,Robert P Thomas,Robert P Thomas,Middle Tennessee State University,Tennessee Technological University
2009,Robert P Thomas,Robert P Thomas,Middle Tennessee State University,University Of Memphis
2009,Robert P Thomas,Robert P Thomas,Tennessee State University,Tennessee Technological University
2009,Robert P Thomas,Robert P Thomas,Tennessee State University,University Of Memphis
2009,Robert P Thomas,Robert P Thomas,Tennessee Technological University,University Of Memphis
2009,Ed Stevens,Ed Stevens,East Tennessee State University,Middle Tennessee State University
2009,Ed Stevens,Ed Stevens,East Tennessee State University,Tennessee State University
2009,Ed Stevens,Ed Stevens,East Tennessee State University,Tennessee Technological University
2009,Ed Stevens,Ed Stevens,East Tennessee State University,University Of Memphis
2009,Ed Stevens,Ed Stevens,Middle Tennessee State University,Tennessee State University
2009,Ed Stevens,Ed Stevens,Middle Tennessee State University,Tennessee Technological University
2009,Ed Stevens,Ed Stevens,Middle Tennessee State University,University Of Memphis
2009,Ed Stevens,Ed Stevens,Tennessee State University,Tennessee Technological University
2009,Ed Stevens,Ed Stevens,Tennessee State University,University Of Memphis
2009,Ed Stevens,Ed Stevens,Tennessee Technological University,University Of Memphis
2009,Howard Roddy,Howard Roddy,East Tennessee State University,Middle Tennessee State University
2009,Howard Roddy,Howard Roddy,East Tennessee State University,Tennessee State University
2009,Howard Roddy,Howard Roddy,East Tennessee State University,Tennessee Technological University
2009,Howard Roddy,Howard Roddy,East Tennessee State University,University Of Memphis
2009,Howard Roddy,Howard Roddy,Middle Tennessee State University,Tennessee State University
2009,Howard Roddy,Howard Roddy,Middle Tennessee State University,Tennessee Technological University
2009,Howard Roddy,Howard Roddy,Middle Tennessee State University,University Of Memphis
2009,Howard Roddy,Howard Roddy,Tennessee State University,Tennessee Technological University
2009,Howard Roddy,Howard Roddy,Tennessee State University,University Of Memphis
2009,Howard Roddy,Howard Roddy,Tennessee Technological University,University Of Memphis
2009,Paul W Montgomery,Paul W Montgomery,East Tennessee State University,Middle Tennessee State University
2009,Paul W Montgomery,Paul W Montgomery,East Tennessee State University,Tennessee State University
2009,Paul W Montgomery,Paul W Montgomery,East Tennessee State University,Tennessee Technological University
2009,Paul W Montgomery,Paul W Montgomery,East Tennessee State University,University Of Memphis
2009,Paul W Montgomery,Paul W Montgomery,Middle Tennessee State University,Tennessee State University
2009,Paul W Montgomery,Paul W Montgomery,Middle Tennessee State University,Tennessee Technological University
2009,Paul W Montgomery,Paul W Montgomery,Middle Tennessee State University,University Of Memphis
2009,Paul W Montgomery,Paul W Montgomery,Tennessee State University,Tennessee Technological University
2009,Paul W Montgomery,Paul W Montgomery,Tennessee State University,University Of Memphis
2009,Paul W Montgomery,Paul W Montgomery,Tennessee Technological University,University Of Memphis
2009,Richard G Rhoda,Richard G Rhoda,East Tennessee State University,Middle Tennessee State University
2009,Richard G Rhoda,Richard G Rhoda,East Tennessee State University,Tennessee State University
2009,Richard G Rhoda,Richard G Rhoda,East Tennessee State University,Tennessee Technological University
2009,Richard G Rhoda,Richard G Rhoda,East Tennessee State University,University Of Memphis
2009,Richard G Rhoda,Richard G Rhoda,Middle Tennessee State University,Tennessee State University
2009,Richard G Rhoda,Richard G Rhoda,Middle Tennessee State University,Tennessee Technological University
2009,Richard G Rhoda,Richard G Rhoda,Middle Tennessee State University,University Of Memphis
2009,Richard G Rhoda,Richard G Rhoda,Tennessee State University,Tennessee Technological University
2009,Richard G Rhoda,Richard G Rhoda,Tennessee State University,University Of Memphis
2009,Richard G Rhoda,Richard G Rhoda,Tennessee Technological University,University Of Memphis
2009,Dr Timothy K Webb,Dr Timothy K Webb,East Tennessee State University,Middle Tennessee State University
2009,Dr Timothy K Webb,Dr Timothy K Webb,East Tennessee State University,Tennessee State University
2009,Dr Timothy K Webb,Dr Timothy K Webb,East Tennessee State University,Tennessee Technological University
2009,Dr Timothy K Webb,Dr Timothy K Webb,East Tennessee State University,University Of Memphis
2009,Dr Timothy K Webb,Dr Timothy K Webb,Middle Tennessee State University,Tennessee State University
2009,Dr Timothy K Webb,Dr Timothy K Webb,Middle Tennessee State University,Tennessee Technological University
2009,Dr Timothy K Webb,Dr Timothy K Webb,Middle Tennessee State University,University Of Memphis
2009,Dr Timothy K Webb,Dr Timothy K Webb,Tennessee State University,Tennessee Technological University
2009,Dr Timothy K Webb,Dr Timothy K Webb,Tennessee State University,University Of Memphis
2009,Dr Timothy K Webb,Dr Timothy K Webb,Tennessee Technological University,University Of Memphis
2009,Millard Oakley,Millard Oakley,East Tennessee State University,Middle Tennessee State University
2009,Millard Oakley,Millard Oakley,East Tennessee State University,Tennessee State University
2009,Millard Oakley,Millard Oakley,East Tennessee State University,Tennessee Technological University
2009,Millard Oakley,Millard Oakley,East Tennessee State University,University Of Memphis
2009,Millard Oakley,Millard Oakley,Middle Tennessee State University,Tennessee State University
2009,Millard Oakley,Millard Oakley,Middle Tennessee State University,Tennessee Technological University
2009,Millard Oakley,Millard Oakley,Middle Tennessee State University,University Of Memphis
2009,Millard Oakley,Millard Oakley,Tennessee State University,Tennessee Technological University
2009,Millard Oakley,Millard Oakley,Tennessee State University,University Of Memphis
2009,Millard Oakley,Millard Oakley,Tennessee Technological University,University Of Memphis
2009,Fran Marcum,Fran Marcum,East Tennessee State University,Middle Tennessee State University
2009,Fran Marcum,Fran Marcum,East Tennessee State University,Tennessee State University
2009,Fran Marcum,Fran Marcum,East Tennessee State University,Tennessee Technological University
2009,Fran Marcum,Fran Marcum,East Tennessee State University,University Of Memphis
2009,Fran Marcum,Fran Marcum,Middle Tennessee State University,Tennessee State University
2009,Fran Marcum,Fran Marcum,Middle Tennessee State University,Tennessee Technological University
2009,Fran Marcum,Fran Marcum,Middle Tennessee State University,University Of Memphis
2009,Fran Marcum,Fran Marcum,Tennessee State University,Tennessee Technological University
2009,Fran Marcum,Fran Marcum,Tennessee State University,University Of Memphis
2009,Fran Marcum,Fran Marcum,Tennessee Technological University,University Of Memphis
2009,Pamela Fansler,Pamela Fansler,East Tennessee State University,Middle Tennessee State University
2009,Pamela Fansler,Pamela Fansler,East Tennessee State University,Tennessee State University
2009,Pamela Fansler,Pamela Fansler,East Tennessee State University,Tennessee Technological University
2009,Pamela Fansler,Pamela Fansler,Middle Tennessee State University,Tennessee State University
2009,Pamela Fansler,Pamela Fansler,Middle Tennessee State University,Tennessee Technological University
2009,Pamela Fansler,Pamela Fansler,Tennessee State University,Tennessee Technological University
2009,Judy Gooch,Judy Gooch,East Tennessee State University,Middle Tennessee State University
2009,Judy Gooch,Judy Gooch,East Tennessee State University,Tennessee State University
2009,Judy Gooch,Judy Gooch,East Tennessee State University,Tennessee Technological University
2009,Judy Gooch,Judy Gooch,East Tennessee State University,University Of Memphis
2009,Judy Gooch,Judy Gooch,Middle Tennessee State University,Tennessee State University
2009,Judy Gooch,Judy Gooch,Middle Tennessee State University,Tennessee Technological University
2009,Judy Gooch,Judy Gooch,Middle Tennessee State University,University Of Memphis
2009,Judy Gooch,Judy Gooch,Tennessee State University,Tennessee Technological University
2009,Judy Gooch,Judy Gooch,Tennessee State University,University Of Memphis
2009,Judy Gooch,Judy Gooch,Tennessee Technological University,University Of Memphis
2009,Gionni Carr,Gionni Carr,East Tennessee State University,Middle Tennessee State University
2009,Gionni Carr,Gionni Carr,East Tennessee State University,Tennessee State University
2009,Gionni Carr,Gionni Carr,East Tennessee State University,Tennessee Technological University
2009,Gionni Carr,Gionni Carr,Middle Tennessee State University,Tennessee State University
2009,Gionni Carr,Gionni Carr,Middle Tennessee State University,Tennessee Technological University
2009,Gionni Carr,Gionni Carr,Tennessee State University,Tennessee Technological University
2009,Phil Bredesen,Phil Bredesen,East Tennessee State University,Middle Tennessee State University
2009,Phil Bredesen,Phil Bredesen,East Tennessee State University,Tennessee State University
2009,Phil Bredesen,Phil Bredesen,East Tennessee State University,Tennessee Technological University
2009,Phil Bredesen,Phil Bredesen,Middle Tennessee State University,Tennessee State University
2009,Phil Bredesen,Phil Bredesen,Middle Tennessee State University,Tennessee Technological University
2009,Phil Bredesen,Phil Bredesen,Tennessee State University,Tennessee Technological University
2009,Agenia Clark,Agenia Clark,East Tennessee State University,Tennessee State University
2009,Agenia Clark,Agenia Clark,East Tennessee State University,Tennessee Technological University
2009,Agenia Clark,Agenia Clark,Tennessee State University,Tennessee Technological University
2009,Jonas Kisber,Jonas Kisber,East Tennessee State University,Middle Tennessee State University
2009,Jonas Kisber,Jonas Kisber,East Tennessee State University,Tennessee State University
2009,Jonas Kisber,Jonas Kisber,East Tennessee State University,Tennessee Technological University
2009,Jonas Kisber,Jonas Kisber,East Tennessee State University,University Of Memphis
2009,Jonas Kisber,Jonas Kisber,Middle Tennessee State University,Tennessee State University
2009,Jonas Kisber,Jonas Kisber,Middle Tennessee State University,Tennessee Technological University
2009,Jonas Kisber,Jonas Kisber,Middle Tennessee State University,University Of Memphis
2009,Jonas Kisber,Jonas Kisber,Tennessee State University,Tennessee Technological University
2009,Jonas Kisber,Jonas Kisber,Tennessee State University,University Of Memphis
2009,Jonas Kisber,Jonas Kisber,Tennessee Technological University,University Of Memphis
2009,John Farris,John Farris,East Tennessee State University,Middle Tennessee State University
2009,John Farris,John Farris,East Tennessee State University,Tennessee State University
2009,John Farris,John Farris,East Tennessee State University,Tennessee Technological University
2009,John Farris,John Farris,Middle Tennessee State University,Tennessee State University
2009,John Farris,John Farris,Middle Tennessee State University,Tennessee Technological University
2009,John Farris,John Farris,Tennessee State University,Tennessee Technological University
2009,Ken Givens,Ken Givens,East Tennessee State University,Middle Tennessee State University
2009,Ken Givens,Ken Givens,East Tennessee State University,Tennessee Technological University
2009,Ken Givens,Ken Givens,East Tennessee State University,University Of Memphis
2009,Ken Givens,Ken Givens,Middle Tennessee State University,Tennessee Technological University
2009,Ken Givens,Ken Givens,Middle Tennessee State University,University Of Memphis
2009,Ken Givens,Ken Givens,Tennessee Technological University,University Of Memphis
2009,Gregory M Duckett,Gregory M Duckett,East Tennessee State University,Middle Tennessee State University
2009,Gregory M Duckett,Gregory M Duckett,East Tennessee State University,Tennessee State University
2009,Gregory M Duckett,Gregory M Duckett,Middle Tennessee State University,Tennessee State University
2009,William Andrew Haggard,William Andrew Haggard,Florida State University,Mercer University
2009,David B Ford,David B Ford,Florida State University,New School
2009,Winston J Churchill,Winston J Churchill,Fordham University,Georgetown University
2009,William P Frank,William P Frank,Fordham University,Georgetown University
2009,Michael J Garanzini,Michael J Garanzini,Fordham University,Loyola University Chicago
2009,John J Fauth Iv,John J Fauth Iv,Georgetown University,University Of St Thomas Minnesota
2009,William R Berkley,William R Berkley,Georgetown University,New York University
2009,Rev Robert L Bob Niehoff,Rev Robert L Bob Niehoff,Georgetown University,Saint Louis University
2009,Bernard L Madoff,Bernard L Madoff,Hofstra University,Yeshiva University
2009,John A Thain,John A Thain,Howard University,Massachusetts Institute Of Technology
2009,Ruth J Simmons,Ruth J Simmons,Brown University,Howard University
2009,Blake G Hall,Blake G Hall,Idaho State University,University Of Idaho
2009,Kenneth Edmunds,Kenneth Edmunds,Idaho State University,University Of Idaho
2009,Milford Terrell,Milford Terrell,Idaho State University,University Of Idaho
2009,Sue Thilo,Sue Thilo,Idaho State University,University Of Idaho
2009,Richard Westerberg,Richard Westerberg,Idaho State University,University Of Idaho
2009,Roderick W Lewis,Roderick W Lewis,Idaho State University,University Of Idaho
2009,Tom Luna,Tom Luna,Idaho State University,University Of Idaho
2009,John W Rowe,John W Rowe,Illinois Institute Of Technology,University Of Connecticut
2009,Craig J Duchossois,Craig J Duchossois,Illinois Institute Of Technology,University Of Chicago
2009,James C Miller,James C Miller,Indiana University Of Pennsylvania,North Dakota State University
2009,David W Miles,David W Miles,Iowa State University,University Of Iowa
2009,Rose A Vasquez,Rose A Vasquez,Iowa State University,University Of Iowa
2009,Greta Johnson,Greta Johnson,Iowa State University,University Of Iowa
2009,Jack B Evans,Jack B Evans,Iowa State University,University Of Iowa
2009,Michael G Gartner,Michael G Gartner,Iowa State University,University Of Iowa
2009,Robert N Downer,Robert N Downer,Iowa State University,University Of Iowa
2009,Bonnie J Campbell,Bonnie J Campbell,Iowa State University,University Of Iowa
2009,David H Koch,David H Koch,Johns Hopkins University,Rockefeller University
2009,Robert J Abernethy,Robert J Abernethy,Johns Hopkins University,Loyola Marymount University
2009,Donna L Shank,Donna L Shank,Kansas State University,University Of Kansas
2009,Donna L Shank,Donna L Shank,Kansas State University,Wichita State University
2009,Donna L Shank,Donna L Shank,University Of Kansas,Wichita State University
2009,William Thornton,William Thornton,Kansas State University,University Of Kansas
2009,William Thornton,William Thornton,Kansas State University,Wichita State University
2009,William Thornton,William Thornton,University Of Kansas,Wichita State University
2009,Reginald L Robinson,Reginald L Robinson,Kansas State University,University Of Kansas
2009,Reginald L Robinson,Reginald L Robinson,Kansas State University,Wichita State University
2009,Reginald L Robinson,Reginald L Robinson,University Of Kansas,Wichita State University
2009,Gary Sherrer,Gary Sherrer,Kansas State University,University Of Kansas
2009,Gary Sherrer,Gary Sherrer,Kansas State University,Wichita State University
2009,Gary Sherrer,Gary Sherrer,University Of Kansas,Wichita State University
2009,Dan Lykins,Dan Lykins,Kansas State University,University Of Kansas
2009,Dan Lykins,Dan Lykins,Kansas State University,Wichita State University
2009,Dan Lykins,Dan Lykins,University Of Kansas,Wichita State University
2009,Richard Hedges,Richard Hedges,Kansas State University,University Of Kansas
2009,Richard Hedges,Richard Hedges,Kansas State University,Wichita State University
2009,Richard Hedges,Richard Hedges,University Of Kansas,Wichita State University
2009,Christine Downeyschmidt,Christine Downeyschmidt,Kansas State University,University Of Kansas
2009,Christine Downeyschmidt,Christine Downeyschmidt,Kansas State University,Wichita State University
2009,Christine Downeyschmidt,Christine Downeyschmidt,University Of Kansas,Wichita State University
2009,Jill Docking,Jill Docking,Kansas State University,University Of Kansas
2009,Jill Docking,Jill Docking,Kansas State University,Wichita State University
2009,Jill Docking,Jill Docking,University Of Kansas,Wichita State University
2009,Janie Perkins,Janie Perkins,Kansas State University,University Of Kansas
2009,Janie Perkins,Janie Perkins,Kansas State University,Wichita State University
2009,Janie Perkins,Janie Perkins,University Of Kansas,Wichita State University
2009,Jerry Boettcher,Jerry Boettcher,Kansas State University,University Of Kansas
2009,Jerry Boettcher,Jerry Boettcher,Kansas State University,Wichita State University
2009,Jerry Boettcher,Jerry Boettcher,University Of Kansas,Wichita State University
2009,Cherryl T Thomas,Cherryl T Thomas,Loyola University Chicago,Marquette University
2009,William M Bill Daley,William M Bill Daley,Loyola University Chicago,Northwestern University
2009,James H Simons,James H Simons,Massachusetts Institute Of Technology,Rockefeller University
2009,Robert B Millard,Robert B Millard,Massachusetts Institute Of Technology,New School
2009,Margaret H Marshall,Margaret H Marshall,Massachusetts Institute Of Technology,Yale University
2009,J Stanley Rogers,J Stanley Rogers,Middle Tennessee State University,Tennessee State University
2009,J Stanley Rogers,J Stanley Rogers,Middle Tennessee State University,Tennessee Technological University
2009,J Stanley Rogers,J Stanley Rogers,Middle Tennessee State University,University Of Memphis
2009,J Stanley Rogers,J Stanley Rogers,Tennessee State University,Tennessee Technological University
2009,J Stanley Rogers,J Stanley Rogers,Tennessee State University,University Of Memphis
2009,J Stanley Rogers,J Stanley Rogers,Tennessee Technological University,University Of Memphis
2009,William D Zabel,William D Zabel,New School,New York University
2009,Catherine B Reynolds,Catherine B Reynolds,New York University,Vanderbilt University
2009,Julie Carson,Julie Carson,Oklahoma State University,University Of Oklahoma
2009,Bill W Burgess,Bill W Burgess,Oklahoma State University,University Of Oklahoma
2009,Marlin Ike Glass,Marlin Ike Glass,Oklahoma State University,University Of Oklahoma
2009,James D Harrel,James D Harrel,Oklahoma State University,University Of Oklahoma
2009,Cheryl P Hunter,Cheryl P Hunter,Oklahoma State University,University Of Oklahoma
2009,Glen D Johnson,Glen D Johnson,Oklahoma State University,University Of Oklahoma
2009,John Massey,John Massey,Oklahoma State University,University Of Oklahoma
2009,Gerald L Zahorchak,Gerald L Zahorchak,Pennsylvania State University,University Of Pittsburgh
2009,Edward G Rendell,Edward G Rendell,Pennsylvania State University,University Of Pennsylvania
2009,Edward G Rendell,Edward G Rendell,Pennsylvania State University,University Of Pittsburgh
2009,Edward G Rendell,Edward G Rendell,University Of Pennsylvania,University Of Pittsburgh
2009,Ira M Lubert,Ira M Lubert,Pennsylvania State University,Thomas Jefferson University
2009,Dennis J Keller,Dennis J Keller,Princeton University,University Of Chicago
2009,Jon S Corzine,Jon S Corzine,New Jersey Institute Of Technology,Princeton University
2009,Linda S Sanford,Linda S Sanford,Rensselaer Polytechnic Institute,St Johns University
2009,Bruce W Dunlevie,Bruce W Dunlevie,Rice University,Stanford University
2009,Thomas C Wilmot Sr,Thomas C Wilmot Sr,Rochester Institute Of Technology,Syracuse University
2009,Robert Muse Bass,Robert Muse Bass,Rockefeller University,Stanford University
2009,Christopher H Browne,Christopher H Browne,Rockefeller University,University Of Pennsylvania
2009,Antoine M Garibaldi,Antoine M Garibaldi,Seton Hall University,University Of St Thomas Minnesota
2009,Melanie Satchell,Melanie Satchell,South Dakota State University,University Of South Dakota
2009,Robert T Tad Perry,Robert T Tad Perry,South Dakota State University,University Of South Dakota
2009,Carole Pagones,Carole Pagones,South Dakota State University,University Of South Dakota
2009,Randall K Morris,Randall K Morris,South Dakota State University,University Of South Dakota
2009,Kathryn O Johnson,Kathryn O Johnson,South Dakota State University,University Of South Dakota
2009,Harvey C Jewett Iv,Harvey C Jewett Iv,South Dakota State University,University Of South Dakota
2009,James O Hansen,James O Hansen,South Dakota State University,University Of South Dakota
2009,Richard G Belatti,Richard G Belatti,South Dakota State University,University Of South Dakota
2009,Terry D Baloun,Terry D Baloun,South Dakota State University,University Of South Dakota
2009,Dean M Krogman,Dean M Krogman,South Dakota State University,University Of South Dakota
2009,Theodore A Mckee,Theodore A Mckee,Syracuse University,Temple University
2009,William B Bill Richardson,William B Bill Richardson,Tufts University,University Of New Mexico
2009,Joseph L Joe Neubauer,Joseph L Joe Neubauer,Tufts University,University Of Chicago
2009,M Jodi Rell,M Jodi Rell,University Of Connecticut,Yale University
2009,Thomas E Larkin,Thomas E Larkin,Loyola Marymount University,University Of Notre Dame
2009,Liam E Mcgee,Liam E Mcgee,Loyola Marymount University,University Of San Diego
2009,Joan A Payden,Joan A Payden,Loyola Marymount University,University Of Southern California
2009,Kathleen L Mccarthy,Kathleen L Mccarthy,Loyola Marymount University,University Of Southern California
2009,Edward P Roski,Edward P Roski,Loyola Marymount University,University Of Southern California
2009,Rev Edward A Malloy Csc,Rev Edward A Malloy Csc,University Of St Thomas Minnesota,Vanderbilt University
2009,Bonnie Jean Beesley,Bonnie Jean Beesley,University Of Utah,Utah State University
2009,Janet A Cannon,Janet A Cannon,University Of Utah,Utah State University
2009,Joel D Wright,Joel D Wright,University Of Utah,Utah State University
2009,Rosanita Cespedes,Rosanita Cespedes,University Of Utah,Utah State University
2009,Nolan E Karras,Nolan E Karras,University Of Utah,Utah State University
2009,Rev France A Davis,Rev France A Davis,University Of Utah,Utah State University
2009,Katharine Bagley Garff,Katharine Bagley Garff,University Of Utah,Utah State University
2009,Meghan Holbrook,Meghan Holbrook,University Of Utah,Utah State University
2009,Greg W Haws,Greg W Haws,University Of Utah,Utah State University
2009,Anthony W Morgan,Anthony W Morgan,University Of Utah,Utah State University
2009,Basim Motiwala,Basim Motiwala,University Of Utah,Utah State University
2009,Jed H Pitcher,Jed H Pitcher,University Of Utah,Utah State University
2009,Marion O Snow,Marion O Snow,University Of Utah,Utah State University
2009,Teresa L Theurer,Teresa L Theurer,University Of Utah,Utah State University
2009,Jerry C Atkin Cpa,Jerry C Atkin Cpa,University Of Utah,Utah State University
2009,John H Zenger,John H Zenger,University Of Utah,Utah State University
2009,David J Jordan,David J Jordan,University Of Utah,Utah State University
2011,Robert E Lemon,Robert E Lemon,Andrews University,Loma Linda University
2011,Robert R Bob Riley,Robert R Bob Riley,Auburn University,University Of South Alabama
2011,Robert Theron Bob Brockman,Robert Theron Bob Brockman,Baylor College Of Medicine,Rice University
2011,Rev Kirbyjon H Caldwell,Rev Kirbyjon H Caldwell,Baylor College Of Medicine,Southern Methodist University
2011,William K Robbins,William K Robbins,Baylor College Of Medicine,Baylor University
2011,James T Jim Hackett,James T Jim Hackett,Baylor College Of Medicine,Rice University
2011,Thomas J T J Maloney,Thomas J T J Maloney,Boston College,Fordham University
2011,Rev Scott R Pilarz,Rev Scott R Pilarz,Boston College,Marquette University
2011,Rev Bradley M Schaeffer,Rev Bradley M Schaeffer,Boston College,Loyola University Chicago
