Id,Source,Target,Type,Weight,Year,PersonName_Source,PersonName_Target
e548,University Of Cincinnati,University Of Toledo,Undirected,1,2000,Gerald H. Gordon,Gerald H. Gordon
e549,Cleveland State University,University Of Toledo,Undirected,1,2000,Robert A. Gardner,Robert A. Gardner
e550,Kent State University,University Of Toledo,Undirected,1,2000,Robert A. Gardner,Robert A. Gardner
e551,University Of Akron,University Of Toledo,Undirected,1,2000,Robert A. Gardner,Robert A. Gardner
e552,Ohio State University,University Of Toledo,Undirected,1,2000,Robert A. Gardner,Robert A. Gardner
e553,Ohio University,University Of Toledo,Undirected,1,2000,Robert A. Gardner,Robert A. Gardner
e554,University Of Cincinnati,University Of Toledo,Undirected,1,2000,Robert A. Gardner,Robert A. Gardner
e555,Kent State University,University Of Toledo,Undirected,1,2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown
e556,University Of Akron,University Of Toledo,Undirected,1,2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown
e557,Ohio State University,University Of Toledo,Undirected,1,2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown
e558,Ohio University,University Of Toledo,Undirected,1,2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown
e559,University Of Cincinnati,University Of Toledo,Undirected,1,2000,Jeanette Grasselli Brown,Jeanette Grasselli Brown
e560,Cleveland State University,University Of Toledo,Undirected,1,2000,Elizabeth K. Lanier,Elizabeth K. Lanier
e561,Kent State University,University Of Toledo,Undirected,1,2000,Elizabeth K. Lanier,Elizabeth K. Lanier
e562,University Of Akron,University Of Toledo,Undirected,1,2000,Elizabeth K. Lanier,Elizabeth K. Lanier
e563,Ohio State University,University Of Toledo,Undirected,1,2000,Elizabeth K. Lanier,Elizabeth K. Lanier
e564,Ohio University,University Of Toledo,Undirected,1,2000,Elizabeth K. Lanier,Elizabeth K. Lanier
e565,University Of Cincinnati,University Of Toledo,Undirected,1,2000,Elizabeth K. Lanier,Elizabeth K. Lanier
e566,Cleveland State University,University Of Toledo,Undirected,1,2000,Gerald M. Miller,Gerald M. Miller
e567,Kent State University,University Of Toledo,Undirected,1,2000,Gerald M. Miller,Gerald M. Miller
e568,University Of Akron,University Of Toledo,Undirected,1,2000,Gerald M. Miller,Gerald M. Miller
e569,Ohio State University,University Of Toledo,Undirected,1,2000,Gerald M. Miller,Gerald M. Miller
e570,Ohio University,University Of Toledo,Undirected,1,2000,Gerald M. Miller,Gerald M. Miller
e571,University Of Cincinnati,University Of Toledo,Undirected,1,2000,Gerald M. Miller,Gerald M. Miller
e572,Cleveland State University,University Of Toledo,Undirected,1,2000,Thomas W. Noe,Thomas W. Noe
e573,Kent State University,University Of Toledo,Undirected,1,2000,Thomas W. Noe,Thomas W. Noe
e574,University Of Akron,University Of Toledo,Undirected,1,2000,Thomas W. Noe,Thomas W. Noe
e575,Ohio State University,University Of Toledo,Undirected,1,2000,Thomas W. Noe,Thomas W. Noe
e576,Ohio University,University Of Toledo,Undirected,1,2000,Thomas W. Noe,Thomas W. Noe
e577,University Of Cincinnati,University Of Toledo,Undirected,1,2000,Thomas W. Noe,Thomas W. Noe
e578,Cleveland State University,University Of Toledo,Undirected,1,2000,Stephen A. Perry,Stephen A. Perry
e579,Kent State University,University Of Toledo,Undirected,1,2000,Stephen A. Perry,Stephen A. Perry
e580,University Of Akron,University Of Toledo,Undirected,1,2000,Stephen A. Perry,Stephen A. Perry
e581,Ohio State University,University Of Toledo,Undirected,1,2000,Stephen A. Perry,Stephen A. Perry
e582,Ohio University,University Of Toledo,Undirected,1,2000,Stephen A. Perry,Stephen A. Perry
e583,University Of Cincinnati,University Of Toledo,Undirected,1,2000,Stephen A. Perry,Stephen A. Perry
e584,Cleveland State University,University Of Toledo,Undirected,1,2000,J. Gilbert Reese,J. Gilbert Reese
e585,Kent State University,University Of Toledo,Undirected,1,2000,J. Gilbert Reese,J. Gilbert Reese
e586,University Of Akron,University Of Toledo,Undirected,1,2000,J. Gilbert Reese,J. Gilbert Reese
e587,Ohio State University,University Of Toledo,Undirected,1,2000,J. Gilbert Reese,J. Gilbert Reese
e588,Ohio University,University Of Toledo,Undirected,1,2000,J. Gilbert Reese,J. Gilbert Reese
e589,University Of Cincinnati,University Of Toledo,Undirected,1,2000,J. Gilbert Reese,J. Gilbert Reese
e590,Cleveland State University,University Of Toledo,Undirected,1,2000,Ralph E. Schey,Ralph E. Schey
e591,Kent State University,University Of Toledo,Undirected,1,2000,Ralph E. Schey,Ralph E. Schey
e592,University Of Akron,University Of Toledo,Undirected,1,2000,Ralph E. Schey,Ralph E. Schey
e593,Ohio University,University Of Toledo,Undirected,1,2000,Ralph E. Schey,Ralph E. Schey
e594,University Of Cincinnati,University Of Toledo,Undirected,1,2000,Ralph E. Schey,Ralph E. Schey
e595,California Institute Of Technology,Chapman University,Undirected,1,2005,George L. Argyros,George L. Argyros
e596,Carnegie Mellon University,Duquesne University,Undirected,1,2005,"John G. Rangos, Sr","John G. Rangos, Sr"
e597,Carnegie Mellon University,Duquesne University,Undirected,1,2005,Stanley R. Gumberg,Stanley R. Gumberg
e598,Duke University,Emory University,Undirected,1,2005,James Raphael Gavin III,James Raphael Gavin III
e599,Creighton University,Georgetown University,Undirected,1,2005,"Rev. Edwin H. Cassem, SJ","Rev. Edwin H. Cassem, SJ"
e600,Fordham University,Georgetown University,Undirected,1,2005,William P. Frank,William P. Frank
e601,California Institute Of Technology,Harvard University,Undirected,1,2005,Thomas E. Everhart,Thomas E. Everhart
e602,California Institute Of Technology,Harvard University,Undirected,1,2005,David D. Ho,David D. Ho
e603,Andrews University,Loma Linda University,Undirected,1,2005,Jan Paulsen,Jan Paulsen
e604,Andrews University,Loma Linda University,Undirected,1,2005,"Thomas J. Mostert, Jr.","Thomas J. Mostert, Jr"
e605,Andrews University,Loma Linda University,Undirected,1,2005,Robert Lemon,Robert Lemon
e606,Andrews University,Loma Linda University,Undirected,1,2005,C. Garland Dulan,C. Garland Dulan
e607,Andrews University,Loma Linda University,Undirected,1,2005,Matthew Bediako,Matthew Bediako
e608,Boston College,Loyola Marymount University,Undirected,1,2005,"Rev. Robert B. Lawton, SJ","Rev. Robert B. Lawton, SJ"
e609,Fordham University,Loyola University Chicago,Undirected,1,2005,"Rev. Gerald R. Blaszczak, SJ","Rev. Gerald R. Blaszczak, SJ"
e610,Creighton University,Loyola University Chicago,Undirected,1,2005,"Rev. John P. Schlegel, SJ","Rev. John P. Schlegel, SJ."
e611,Boston College,Loyola University Chicago,Undirected,1,2005,"Rev. Scott R. Pilarz, SJ","Rev. Scott R. Pilarz, SJ"
e612,Boston College,Loyola University Chicago,Undirected,1,2005,"Rev. Paul F. Harman, SJ","Rev. Paul F. Harman, SJ"
e613,Loyola University Chicago,Marquette University,Undirected,1,2005,Cherryl T. Thomas,Cherryl T. Thomas
e614,Howard University,Massachusetts Institute Of Technology,Undirected,1,2005,John A. Thain,John A. Thain
e615,Cornell University,Massachusetts Institute Of Technology,Undirected,1,2005,Martin Y. Tang,Martin Y. Tang
e616,California Institute Of Technology,Massachusetts Institute Of Technology,Undirected,1,2005,Gordon M. Binder,Gordon M. Binder
e617,California Institute Of Technology,Massachusetts Institute Of Technology,Undirected,1,2005,David D. Ho,David D. Ho
e618,Harvard University,Massachusetts Institute Of Technology,Undirected,1,2005,David D. Ho,David D. Ho
e619,Dartmouth College,New School University,Undirected,1,2005,Jonathan Newcomb,Jonathan Newcomb
e620,Massachusetts Institute Of Technology,New School University,Undirected,1,2005,Robert B. Millard,Robert B. Millard
e621,Cornell University,New School University,Undirected,1,2005,Franci J. Blassberg,Franci J. Blassberg
e622,Cornell University,New School University,Undirected,1,2005,Paul A. Gould,Paul A. Gould
e623,Columbia University,New York University,Undirected,1,2005,"E. John Rosenwald, Jr","E. John Rosenwald, Jr."
e624,New School University,New York University,Undirected,1,2005,William D. Zabel,William D. Zabel
e625,Georgetown University,New York University,Undirected,1,2005,William R. Berkley,William R. Berkley
e626,Hofstra University,New York University,Undirected,1,2005,Charles Kushner,Charles Kushner
e627,Clarkson University,Polytechnic University,Undirected,1,2005,Paul M. Horn,Paul M. Horn
e628,Carnegie Mellon University,Princeton University,Undirected,1,2005,Eric E. Schmidt,Eric E. Schmidt
e629,Georgetown University,Rensselaer Polytechnic Institute,Undirected,1,2005,Arthur J. Gajarsa,Arthur J. Gajarsa
e630,Cornell University,Rochester Institute Of Technology,Undirected,1,2005,Elizabeth D. Moore,Elizabeth D. Moore
e631,Johns Hopkins University,Rockefeller University,Undirected,1,2005,David H. Koch,David H. Koch
e632,Brown University,Rockefeller University,Undirected,1,2005,Robin Chemers Neustein,Robin Chemers Neustein
e633,Massachusetts Institute Of Technology,Rockefeller University,Undirected,1,2005,James H. Simons,James H. Simons
e634,Georgetown University,Rockefeller University,Undirected,1,2005,Shirley Ann Jackson,Shirley Ann Jackson
e635,Princeton University,Rockefeller University,Undirected,1,2005,Anthony B. Evnin,Anthony B. Evnin
e636,Dartmouth College,Rockefeller University,Undirected,1,2005,Russell L. Carson,Russell L. Carson
e637,Brandeis University,Rockefeller University,Undirected,1,2005,D. Ronald Daniel,D. Ronald Daniel
e638,Rockefeller University,Stanford University,Undirected,1,2005,Robert Muse Bass,Robert Muse Bass
e639,Pennsylvania State University,Temple University,Undirected,1,2005,Edward G. Rendell,Edward G. Rendell
e640,Brown University,Tufts University,Undirected,1,2005,Martin J. Granoff,Martin J. Granoff
e641,Tufts University,University Of Chicago,Undirected,1,2005,Joseph Neubauer,Joseph Neubauer
e642,New York University,University Of Chicago,Undirected,1,2005,Eric J. Gleacher,Eric .J. Gleacher
e643,Princeton University,University Of Chicago,Undirected,1,2005,Dennis J. Keller,Dennis J. Keller
e644,New School University,University Of Chicago,Undirected,1,2005,Strachan Donnelley,Strachan Donnelley
e645,Illinois Institute Of Technology,University Of Chicago,Undirected,1,2005,Craig J. Duchossois,Craig J. Duchossois
e646,Georgetown University,University Of Connecticut,Undirected,1,2005,William R. Berkley,William R. Berkley
e647,New York University,University Of Connecticut,Undirected,1,2005,William R. Berkley,William R. Berkley
e648,Kansas State University,University Of Kansas,Undirected,1,2005,Franklin Gaines,Franklin Gaines
e649,Kansas State University,University Of Kansas,Undirected,1,2005,Janice B. DeBauge,Janice B. DeBauge
e650,Kansas State University,University Of Kansas,Undirected,1,2005,Nelson D. Galle,Nelson D. Galle
e651,Kansas State University,University Of Kansas,Undirected,1,2005,Donna L. Shank,Donna L. Shank
e652,Kansas State University,University Of Kansas,Undirected,1,2005,Deryl W. Wynn,Deryl W. Wynn
e653,Kansas State University,University Of Kansas,Undirected,1,2005,Richard Bond,Richard Bond
e654,Kansas State University,University Of Kansas,Undirected,1,2005,William R. Docking,William R. Docking
e655,Tufts University,University Of New Mexico,Undirected,1,2005,Bill Richardson,Bill Richardson
e656,Massachusetts Institute Of Technology,University Of North Carolina At Greensboro,Undirected,1,2005,Theresa M. Stone,Theresa M. Stone
e657,New Jersey Institute Of Technology,University Of Notre Dame,Undirected,1,2005,Raymond G. Chambers,Raymond G. Chambers
e658,Oklahoma State University,University Of Oklahoma,Undirected,1,2005,Joseph E. Cappy,Joseph E. Cappy
e659,Oklahoma State University,University Of Oklahoma,Undirected,1,2005,Ronald H. White,Ronald H. White
e660,Oklahoma State University,University Of Oklahoma,Undirected,1,2005,Paul G. Risser,Paul G. Risser
e661,Oklahoma State University,University Of Oklahoma,Undirected,1,2005,Carl R. Renfro,Carl R. Renfro
e662,Oklahoma State University,University Of Oklahoma,Undirected,1,2005,Cheryl P. Hunter,Cheryl P. Hunter
e663,Oklahoma State University,University Of Oklahoma,Undirected,1,2005,James D. Harrel,James D. Harrel
e664,Oklahoma State University,University Of Oklahoma,Undirected,1,2005,"Bill W. Burgess, Jr","Bill W. Burgess, Jr"
e665,Rockefeller University,University Of Pennsylvania,Undirected,1,2005,Judith Roth Berkowitz,Judith Roth Berkowitz
e666,Rockefeller University,University Of Pennsylvania,Undirected,1,2005,Christopher H. Browne,Christopher H. Browne
e667,New York University,University Of Pennsylvania,Undirected,1,2005,Henry R. Silverman,Henry R. Silverman
e668,Pennsylvania State University,University Of Pennsylvania,Undirected,1,2005,Edward G. Rendell,Edward G. Rendell
e669,Temple University,University Of Pennsylvania,Undirected,1,2005,Edward G. Rendell,Edward G. Rendell
e670,Temple University,University Of Pittsburgh,Undirected,1,2005,Vicki L. Phillips,Vicki L. Phillips
e671,Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2005,Frank V. Cahouet,Frank V. Cahouet
e672,Pennsylvania State University,University Of Pittsburgh,Undirected,1,2005,Edward G. Rendell,Edward G. Rendell
e673,Temple University,University Of Pittsburgh,Undirected,1,2005,Edward G. Rendell,Edward G. Rendell
e674,University Of Pennsylvania,University Of Pittsburgh,Undirected,1,2005,Edward G. Rendell,Edward G. Rendell
e675,Auburn University,University Of South Alabama,Undirected,1,2005,"Robert R. ""Bob"" Riley","Robert R. ""Bob"" Riley"
e676,University Of Notre Dame,University Of St Thomas Minnesota,Undirected,1,2005,"Rev. Edward A. Malloy, CSC","Rev. Edward A. Malloy, CSC"
e677,Princeton University,University Of Virginia,Undirected,1,2005,John O. Wynne,John O. Wynne
e678,University Of Utah,Utah State University,Undirected,1,2005,Daryl C. Barrett,Daryl C. Barrett
e679,University Of Utah,Utah State University,Undirected,1,2005,Jerry C. Atkin,Jerry C. Atkin
e680,University Of Utah,Utah State University,Undirected,1,2005,Linnea S. Barney,Linnea S. Barney
e681,University Of Utah,Utah State University,Undirected,1,2005,Bonnie Jean Beesley,Bonnie Jean Beesley
e682,University Of Utah,Utah State University,Undirected,1,2005,Kim R. Burningham,Kim R. Burningham
e683,University Of Utah,Utah State University,Undirected,1,2005,David J. Grant,David J. Grant
e684,University Of Utah,Utah State University,Undirected,1,2005,James S. Jardine,James S. Jardine
e685,University Of Utah,Utah State University,Undirected,1,2005,Michael R. Jensen,Michael R. Jensen
e686,University Of Utah,Utah State University,Undirected,1,2005,David J. Jordan,David J. Jordan
e687,University Of Utah,Utah State University,Undirected,1,2005,Nolan E. Karras,Nolan E. Karras
e688,University Of Utah,Utah State University,Undirected,1,2005,Richard E. Kendell,Richard E. Kendell
e689,University Of Utah,Utah State University,Undirected,1,2005,David L. Maher,David L. Maher
e690,University Of Utah,Utah State University,Undirected,1,2005,E. George Mantes,E. George Mantes
e691,University Of Utah,Utah State University,Undirected,1,2005,Marlon O. Snow,Marlon O. Snow
e692,University Of Utah,Utah State University,Undirected,1,2005,Maria Sweeten,Maria Sweeten
e693,University Of Utah,Utah State University,Undirected,1,2005,Jed H. Pitcher,Jed H. Pitcher
e694,Harvard University,Vanderbilt University,Undirected,1,2005,Frances D. Fergusson,Frances D. Fergusson
e695,University Of Notre Dame,Vanderbilt University,Undirected,1,2005,"Rev. Edward A. Malloy, CSC","Rev. Edward A. Malloy, CSC."
e696,University Of St Thomas Minnesota,Vanderbilt University,Undirected,1,2005,"Rev. Edward A. Malloy, CSC","Rev. Edward A. Malloy, CSC."
e697,Drexel University,Villanova University,Undirected,1,2005,Patricia Imbesi,Patricia Imbesi
e698,University Of San Diego,Wake Forest University,Undirected,1,2005,Douglas F. Manchester,Douglas F. Manchester
e699,George Washington University,Washington State University,Undirected,1,2005,Elizabeth A. Cowles,Elizabeth A. Cowles
e700,Indiana University Of Pennsylvania,West Chester University Of Pennsylvania,Undirected,1,2005,Dr. Judy G. Hample,Dr. Judy G. Hample
e701,Lehigh University,West Virginia University,Undirected,1,2005,Curtis H. Barnette,Curtis H. Barnette
e702,Kansas State University,Wichita State University,Undirected,1,2005,Deryl W. Wynn,Deryl W. Wynn
e703,Kansas State University,Wichita State University,Undirected,1,2005,Donna L. Shank,Donna L. Shank
e704,Kansas State University,Wichita State University,Undirected,1,2005,Nelson D. Galle,Nelson D. Galle
e705,Kansas State University,Wichita State University,Undirected,1,2005,Richard Bond,Richard Bond
e706,Kansas State University,Wichita State University,Undirected,1,2005,William R. Docking,William R. Docking
e707,Kansas State University,Wichita State University,Undirected,1,2005,Janice B. DeBauge,Janice B. DeBauge
e708,Kansas State University,Wichita State University,Undirected,1,2005,Franklin Gaines,Franklin Gaines
e709,Massachusetts Institute Of Technology,Yale University,Undirected,1,2005,Margaret H. Marshall,Margaret H. Marshall
e710,Fordham University,Yeshiva University,Undirected,1,2005,Joel I. Picket,Joel I. Picket
e711,Hofstra University,Yeshiva University,Undirected,1,2005,David S. Mack,David S. Mack
e712,New York University,Yeshiva University,Undirected,1,2005,Diane Belfer,Diane Belfer
e713,Columbia University,Yeshiva University,Undirected,1,2005,Ruth L. Gottesman,Ruth L. Gottesman
e714,Johns Hopkins University,Loyola Marymount University,Undirected,1,2005,Robert J. Abernethy,Robert J. Abernethy
e715,Loyola Marymount University,University Of San Francisco,Undirected,1,2005,"Rev. Paul Bernadicou, SJ","Rev. Paul Bernadicou, SJ"
e716,Fordham University,Loyola Marymount University,Undirected,1,2005,"Rev. Gerald R. Blaszczak, SJ","Rev. Gerald R. Blaszczak, SJ"
e717,Loyola Marymount University,Loyola University Chicago,Undirected,1,2005,"Rev. Gerald R. Blaszczak, SJ","Rev. Gerald R. Blaszczak, SJ"
e718,Loyola Marymount University,University Of Southern California,Undirected,1,2005,Kathleen L. McCarthy,Kathleen L. McCarthy
e719,Loyola Marymount University,University Of Notre Dame,Undirected,1,2005,"Thomas E. Larkin, Jr","Thomas E. Larkin, Jr."
e720,Loyola Marymount University,University Of San Diego,Undirected,1,2005,Liam E. McGee,Liam E. McGee
e721,Loyola Marymount University,University Of Southern California,Undirected,1,2005,Joan A. Payden,Joan A. Payden
e722,Loyola Marymount University,University Of Southern California,Undirected,1,2005,"Edward P. Roski, Jr","Edward P. Roski, Jr"
e723,Boston College,Loyola Marymount University,Undirected,1,2005,"Rev. Jeffrey P. von Arx, SJ","Rev. Jeffrey P. von Arx, SJ"
e724,New Jersey Institute Of Technology,Princeton University,Undirected,1,2005,James E. McGreevey,James E. McGreevey
e725,California Institute Of Technology,Chapman University,Undirected,1,2007,George L. Argyros,George L. Argyros
e726,Brandeis University,Columbia University,Undirected,1,2007,"E. John Rosenwald, Jr","E. John Rosenwald, Jr."
e727,Brown University,Cornell University,Undirected,1,2007,Jeffrey W. Greenberg,Jeffrey W. Greenberg
e728,Columbia University,Cornell University,Undirected,1,2007,"Charles O. ""Chuck"" Prince III","Charles O. ""Chuck"" Prince III"
e729,Cornell University,Duke University,Undirected,1,2007,Robert C. Richardson,Robert C. Richardson
e730,Boston College,Georgetown University,Undirected,1,2007,"Rev. Bradley M. Schaeffer, S.J.","Rev. Bradley M. Schaeffer, S.J"
e731,Fordham University,Georgetown University,Undirected,1,2007,Winston J. Churchill,Winston J. Churchill
e732,Fordham University,Georgetown University,Undirected,1,2007,William P. Frank,William P. Frank
e733,Duke University,Johns Hopkins University,Undirected,1,2007,David M. Rubenstein,David M. Rubenstein
e734,Andrews University,Loma Linda University,Undirected,1,2007,Matthew Bediako,Matthew Bediako
e735,Andrews University,Loma Linda University,Undirected,1,2007,C. Garland Dulan,C. Garland Dulan
e736,Andrews University,Loma Linda University,Undirected,1,2007,Robert Lemon,Robert Lemon
e737,Andrews University,Loma Linda University,Undirected,1,2007,Jan Paulsen,Jan Paulsen
e738,Andrews University,Loma Linda University,Undirected,1,2007,Max A. Trevino,Max A. Trevino
e739,Andrews University,Loma Linda University,Undirected,1,2007,Dennis N. Carlson,Dennis N. Carlson
e740,Cornell University,Long Island University,Undirected,1,2007,Bruce C. Ratner,Bruce C. Ratner
e741,Boston College,Loyola Marymount University,Undirected,1,2007,"Father Robert B. Lawton, S.J","Father Robert B. Lawton, S.J"
e742,Boston College,Loyola University Chicago,Undirected,1,2007,"Rev. Scott R. Pilarz, S.J.","Rev. Scott R. Pilarz, S.J"
e743,Fordham University,Loyola University Chicago,Undirected,1,2007,"Michael J. Garanzini, S.J","Michael J. Garanzini, S.J"
e744,Cornell University,Massachusetts Institute Of Technology,Undirected,1,2007,Martin Y. Tang,Martin Y. Tang
e745,Howard University,Massachusetts Institute Of Technology,Undirected,1,2007,John A. Thain,John A. Thain
e746,California Institute Of Technology,Massachusetts Institute Of Technology,Undirected,1,2007,Gordon M. Binder,Gordon M. Binder
e747,California Institute Of Technology,Massachusetts Institute Of Technology,Undirected,1,2007,David D. Ho,David D. Ho
e748,Clemson University,Mercer University,Undirected,1,2007,James R. Williams,James R. Williams
e749,Massachusetts Institute Of Technology,New School,Undirected,1,2007,Robert B. Millard,Robert B. Millard
e750,Cornell University,New School,Undirected,1,2007,Franci J. Blassberg,Franci J. Blassberg
e751,Cornell University,New School,Undirected,1,2007,Paul A. Gould,Paul A. Gould
e752,Cornell University,New York University,Undirected,1,2007,Kevin R. Brine,Kevin R. Brine
e753,New School,New York University,Undirected,1,2007,William D. Zabel,William D. Zabel
e754,Brandeis University,New York University,Undirected,1,2007,"E. John Rosenwald, Jr","E. John Rosenwald, Jr."
e755,Columbia University,New York University,Undirected,1,2007,"E. John Rosenwald, Jr.","E. John Rosenwald, Jr."
e756,Clarkson University,Polytechnic University,Undirected,1,2007,Paul M. Horn,Paul M. Horn
e757,New School,Princeton University,Undirected,1,2007,Nancy B. Peretsman,Nancy B. Peretsman
e758,Cornell University,Rochester Institute Of Technology,Undirected,1,2007,Elizabeth D. Moore,Elizabeth D. Moore
e759,Johns Hopkins University,Rockefeller University,Undirected,1,2007,David H. Koch,David H. Koch
e760,Brandeis University,Rockefeller University,Undirected,1,2007,Thomas H. Lee,Thomas H. Lee
e761,Massachusetts Institute Of Technology,Rockefeller University,Undirected,1,2007,James H. Simons,James H. Simons
e762,Cornell University,Rockefeller University,Undirected,1,2007,Brooke Astor,Brooke Astor
e763,Dartmouth College,Rockefeller University,Undirected,1,2007,Russell L. Carson,Russell L. Carson
e764,Princeton University,Rockefeller University,Undirected,1,2007,Anthony B. Evnin,Anthony B. Evnin
e765,Brandeis University,Rockefeller University,Undirected,1,2007,D. Ronald Daniel,D. Ronald Daniel
e766,Georgetown University,Saint Louis University,Undirected,1,2007,"Rev. Robert L. Niehoff, S.J","Rev. Robert L. Niehoff, S.J."
e767,Rensselaer Polytechnic Institute,St Johns University,Undirected,1,2007,Linda S. Sanford,Linda S. Sanford
e768,Rice University,Stanford University,Undirected,1,2007,Bruce W. Dunlevie,Bruce W. Dunlevie
e769,Rockefeller University,Stanford University,Undirected,1,2007,Robert Muse Bass,Robert Muse Bass
e770,Drexel University,Thomas Jefferson University,Undirected,1,2007,Jeffrey P. Orleans,Jeffrey P. Orleans
e771,Tufts University,University Of Chicago,Undirected,1,2007,Joseph Neubauer,Joseph Neubauer
e772,Princeton University,University Of Chicago,Undirected,1,2007,Jon S. Corzine,Jon S. Corzine
e773,Carnegie Mellon University,University Of Chicago,Undirected,1,2007,"Erroll B. Davis, Jr.","Erroll B. Davis, Jr"
e774,Illinois Institute Of Technology,University Of Chicago,Undirected,1,2007,Craig J. Duchossois,Craig J. Duchossois
e775,New School,University Of Chicago,Undirected,1,2007,Strachan Donnelley,Strachan Donnelley
e776,Princeton University,University Of Chicago,Undirected,1,2007,Dennis J. Keller,Dennis J. Keller
e777,Tufts University,University Of New Mexico,Undirected,1,2007,William B. Richardson,William B. Richardson
e778,Massachusetts Institute Of Technology,University Of North Carolina At Greensboro,Undirected,1,2007,Theresa M. Stone,Theresa M. Stone
e779,New Jersey Institute Of Technology,University Of Notre Dame,Undirected,1,2007,Raymond G. Chambers,Raymond G. Chambers
e780,Oklahoma State University,University Of Oklahoma,Undirected,1,2007,James D. Harrel,James D. Harrel
e781,Oklahoma State University,University Of Oklahoma,Undirected,1,2007,Carl R. Renfro,Carl R. Renfro
e782,Oklahoma State University,University Of Oklahoma,Undirected,1,2007,William Stuart Price,William Stuart Price
e783,Oklahoma State University,University Of Oklahoma,Undirected,1,2007,Joseph L. Parker,Joseph L. Parker
e784,Oklahoma State University,University Of Oklahoma,Undirected,1,2007,John Massey,John Massey
e785,Oklahoma State University,University Of Oklahoma,Undirected,1,2007,Cheryl P. Hunter,Cheryl P. Hunter
e786,Oklahoma State University,University Of Oklahoma,Undirected,1,2007,Julie Carson,Julie Carson
e787,Oklahoma State University,University Of Oklahoma,Undirected,1,2007,"Bill W. Burgess, Jr","Bill W. Burgess, Jr"
e788,New York University,University Of Pennsylvania,Undirected,1,2007,Henry R. Silverman,Henry R. Silverman
e789,Pennsylvania State University,University Of Pennsylvania,Undirected,1,2007,Edward G. Rendell,Edward G. Rendell
e790,California Institute Of Technology,University Of Pennsylvania,Undirected,1,2007,Peter Norton,Peter Norton
e791,Pennsylvania State University,University Of Pittsburgh,Undirected,1,2007,Gerald L. Zahorchak,Gerald L. Zahorchak
e792,Pennsylvania State University,University Of Pittsburgh,Undirected,1,2007,Edward G. Rendell,Edward G. Rendell
e793,University Of Pennsylvania,University Of Pittsburgh,Undirected,1,2007,Edward G. Rendell,Edward G. Rendell
e794,Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2007,William S. Dietrich II,William S. Dietrich II
e795,Carnegie Mellon University,University Of Pittsburgh,Undirected,1,2007,Ira J. Gumberg,Ira J. Gumberg
e796,Chapman University,University Of San Diego,Undirected,1,2007,James V. Mazzo,James V. Mazzo
e797,Auburn University,University Of South Alabama,Undirected,1,2007,"Robert R. ""Bob"" Riley","Robert R. ""Bob"" Riley"
e798,Cornell University,University Of Southern California,Undirected,1,2007,Ratan N. Tata,Ratan N. Tata
e799,Cornell University,University Of Tulsa,Undirected,1,2007,Peter C. Meinig,Peter C. Meinig
e800,Princeton University,University Of Virginia,Undirected,1,2007,John O. Wynne,John O. Wynne
e801,University Of Utah,Utah State University,Undirected,1,2007,Josh M. Reid,Josh M. Reid
e802,University Of Utah,Utah State University,Undirected,1,2007,Richard E. Kendell,Richard E. Kendell
e803,University Of Utah,Utah State University,Undirected,1,2007,Nolan E. Karras,Nolan E. Karras
e804,University Of Utah,Utah State University,Undirected,1,2007,David J. Jordan,David J. Jordan
e805,University Of Utah,Utah State University,Undirected,1,2007,Ali Hasnain,Ali Hasnain
e806,University Of Utah,Utah State University,Undirected,1,2007,James S. Jardine,James S. Jardine
e807,University Of Utah,Utah State University,Undirected,1,2007,Meghan Holbrook,Meghan Holbrook
e808,University Of Utah,Utah State University,Undirected,1,2007,Greg W. Haws,Greg W. Haws
e809,University Of Utah,Utah State University,Undirected,1,2007,David J. Grant,David J. Grant
e810,University Of Utah,Utah State University,Undirected,1,2007,Katharine Bagley Garff,Katharine Bagley Garff
e811,University Of Utah,Utah State University,Undirected,1,2007,Rosanita Cespedes,Rosanita Cespedes
e812,University Of Utah,Utah State University,Undirected,1,2007,Michael R. Jensen,Michael R. Jensen
e813,University Of Utah,Utah State University,Undirected,1,2007,Janet A. Cannon,Janet A. Cannon
e814,University Of Utah,Utah State University,Undirected,1,2007,Jed H. Pitcher,Jed H. Pitcher
e815,University Of Utah,Utah State University,Undirected,1,2007,Jerry C. Atkin,Jerry C. Atkin
e816,New York University,Vanderbilt University,Undirected,1,2007,Catherine B. Reynolds,Catherine B. Reynolds
e817,University Of St Thomas Minnesota,Vanderbilt University,Undirected,1,2007,"Rev. Edward A. Malloy, CSC","Rev. Edward A. Malloy, CSC"
e818,New York University,Virginia Commonwealth University,Undirected,1,2007,Edward H. Bersoff,Edward H. Bersoff
e819,University Of San Diego,Wake Forest University,Undirected,1,2007,Douglas F. Manchester,Douglas F. Manchester
e820,George Washington University,Washington State University,Undirected,1,2007,Elizabeth A. Cowles,Elizabeth A. Cowles
e821,Indiana University Of Pennsylvania,West Chester University Of Pennsylvania,Undirected,1,2007,Judy G. Hample,Judy G. Hample
e822,University Of Pennsylvania,Widener University,Undirected,1,2007,Ira Harkavy,Ira Harkavy
