Institution,AffiliationId,eigenvector,betweenness,degree,strength,clustering,Year
University of Illinois,2801919071.0,2.8398508087637127e-16,0.0,2.0,0.0233468286099864,0.0,2009
University of Illinois Chicago,39422238.0,2.8398508087637127e-16,0.0,2.0,0.0233468286099864,0.0,2009
University of Illinois System,2801919071.0,2.8398508087637127e-16,0.0,2.0,0.0233468286099864,0.0,2009
University of Illinois Urbana-Champaign,157725225.0,2.8398508087637127e-16,0.0,2.0,0.0233468286099864,0.0,2009
University of Illinois at Chicago,39422238.0,2.8398508087637127e-16,0.0,2.0,0.0233468286099864,0.0,2009
University of Illinois at Urbana-Champaign,157725225.0,2.8398508087637127e-16,0.0,2.0,0.0233468286099864,0.0,2009
University of Kentucky,143302722.0,,,,,,2009
University of La Verne,708430.0,,,,,,2009
University of Louisiana,79516672.0,,,,,,2009
University of Louisiana Lafayette,79516672.0,,,,,,2009
University of Louisiana System,2799628689.0,,,,,,2009
University of Louisiana at Lafayette,79516672.0,,,,,,2009
University of Louisville,142740786.0,,,,,,2009
University of Maine,7947594.0,,,,,,2009
University of Maine (Orono),7947594.0,,,,,,2009
University of Maine Orono,7947594.0,,,,,,2009
University of Maine System,2802397601.0,,,,,,2009
University of Massachusetts Amherst,24603500.0,,,,,,2009
University of Massachusetts Boston,33434090.0,,,,,,2009
University of Massachusetts Chan Medical School,166722992.0,,,,,,2009
University of Massachusetts Dartmouth,100633361.0,,,,,,2009
University of Massachusetts Lowell,133738476.0,,,,,,2009
University of Massachusetts System,2802841742.0,,,,,,2009
University of Massachusetts Worcester,166722992.0,,,,,,2009
University of Massachusetts at Amherst,24603500.0,,,,,,2009
University of Massachusetts at Boston,33434090.0,,,,,,2009
University of Massachusetts at Dartmouth,100633361.0,,,,,,2009
University of Massachusetts at Lowell,133738476.0,,,,,,2009
University of Massachusetts at Worcester,166722992.0,,,,,,2009
University of Memphis,94658018.0,1.1490849194133954e-25,0.0,1.0,0.0476190476190476,0.0,2009
University of Michigan,27837315.0,,,,,,2009
University of Michigan Ann Arbor,27837315.0,,,,,,2009
University of Michigan–Ann Arbor,27837315.0,,,,,,2009
University of Mississippi,368840534.0,,,,,,2009
University of Mississippi Ole Miss,368840534.0,,,,,,2009
University of Missouri,76835614.0,,,,,,2009
University of Missouri Kansas City,75421653.0,,,,,,2009
University of Missouri St Louis,208333798.0,,,,,,2009
University of Missouri System,4777552.0,,,,,,2009
"University of Missouri, Columbia",76835614.0,,,,,,2009
"University of Missouri, Rolla",20382870.0,,,,,,2009
University of Missouri–Kansas City,75421653.0,,,,,,2009
University of Missouri–St. Louis,208333798.0,,,,,,2009
University of Nebraska Lincoln,114395901.0,,,,,,2009
University of Nebraska Medical Center,59130452.0,,,,,,2009
University of Nebraska Omaha,122266389.0,,,,,,2009
University of Nebraska System,2802450327.0,,,,,,2009
University of Nebraska at Lincoln,114395901.0,,,,,,2009
University of Nebraska at Omaha,122266389.0,,,,,,2009
University of Nebraska–Lincoln,114395901.0,,,,,,2009
University of Nevada Las Vegas,133999245.0,,,,,,2009
University of Nevada Reno,134113660.0,,,,,,2009
"University of Nevada, Las Vegas",133999245.0,,,,,,2009
"University of Nevada, Reno",134113660.0,,,,,,2009
University of New Hampshire,161057412.0,8.244440573776208e-17,0.0,2.0,0.0366666666666666,0.21022687211389207,2009
University of New Hampshire Durham,161057412.0,8.244440573776208e-17,0.0,2.0,0.0366666666666666,0.21022687211389207,2009
University of New Mexico,169521973.0,3.221187863094549e-16,0.0,1.0,0.0196078431372549,0.0,2009
University of North Carolina System,4210158053.0,7.331688643745292e-42,0.0003245699448231094,2.0,0.032217148655504804,0.0,2009
University of North Carolina Wilmington,153901656.0,7.331688643745292e-42,0.0003245699448231094,2.0,0.032217148655504804,0.0,2009
University of North Carolina at Chapel Hill,114027177.0,7.331688643745292e-42,0.0003245699448231094,2.0,0.032217148655504804,0.0,2009
University of North Carolina at Charlotte,102149020.0,7.331688643745292e-42,0.0003245699448231094,2.0,0.032217148655504804,0.0,2009
University of North Carolina at Greensboro,169335092.0,7.331688643745292e-42,0.0003245699448231094,2.0,0.032217148655504804,0.0,2009
University of North Carolina at Wilmington,153901656.0,7.331688643745292e-42,0.0003245699448231094,2.0,0.032217148655504804,0.0,2009
University of North Dakota,24571045.0,2.5550427944333027e-19,0.0,2.0,0.0401993355481726,0.17732698954580706,2009
University of North Florida,11874761.0,1.649986799859773e-51,0.0,1.0,0.0088495575221238,0.0,2009
University of North Texas,123534392.0,,,,,,2009
University of North Texas System,2802090120.0,,,,,,2009
University of Northern Colorado,71966907.0,,,,,,2009
University of Notre Dame,107639228.0,2.489887176410042e-16,0.006491398896462187,2.0,0.0199314574314573,0.0,2009
University of Oklahoma,8692664.0,,,,,,2009
University of Pacific,119942576.0,,,,,,2009
University of Pittsburgh,170201317.0,1.6792683548702132e-35,0.0003245699448231094,2.0,0.046031746031746,0.0,2009
University of Rhode Island,17626003.0,,,,,,2009
University of San Diego,160856358.0,1.1116881423757286e-15,0.027263875365141188,3.0,0.0312446988973706,0.0,2009
University of South Alabama,83809506.0,0.010768054076256974,0.0,2.0,0.0919117647058823,0.4386303889946398,2009
University of South Carolina,155781252.0,5.894290599161992e-42,0.0,1.0,0.0185185185185185,0.0,2009
University of South Florida,2613432.0,1.649986799859773e-51,0.0,1.0,0.0088495575221238,0.0,2009
University of Southern California,1174212.0,5.267178199394665e-15,0.010061668289516391,3.0,0.043727770664390306,0.0,2009
University of Southern Mississippi,44854399.0,,,,,,2009
University of Southwestern Louisiana,79516672.0,,,,,,2009
University of St. Thomas - Minnesota,161515732.0,2.6487230359477666e-16,0.1593638429081467,5.0,0.0545256669377555,0.01601856061668285,2009
University of St. Thomas Minnesota,161515732.0,2.6487230359477666e-16,0.1593638429081467,5.0,0.0545256669377555,0.01601856061668285,2009
University of Tennessee Health Science Center,160606119.0,1.1490849194133954e-25,0.0,1.0,0.0476190476190476,0.0,2009
University of Tennessee System,2799495847.0,1.1490849194133954e-25,0.0,1.0,0.0476190476190476,0.0,2009
University of Tennessee at Knoxville,75027704.0,1.1490849194133954e-25,0.0,1.0,0.0476190476190476,0.0,2009
University of Tennessee at Memphis,160606119.0,1.1490849194133954e-25,0.0,1.0,0.0476190476190476,0.0,2009
University of Texas Health Science Center at Dallas,4210094379.0,,,,,,2009
University of Texas Health Science Center at Houston,919571938.0,,,,,,2009
University of Texas Health Science Center at San Antonio,165951966.0,,,,,,2009
University of Texas Medical Branch at Galveston,55302922.0,,,,,,2009
University of Texas Rio Grande Valley,2802326326.0,,,,,,2009
University of Texas Southwestern Medical Center at Dallas,4210094379.0,,,,,,2009
University of Texas System,16452829.0,,,,,,2009
University of Texas at Arlington,189196454.0,,,,,,2009
University of Texas at Austin,86519309.0,,,,,,2009
University of Texas at Brownsville/Texas Southmost College,2802326326.0,,,,,,2009
University of Texas at Dallas,162577319.0,,,,,,2009
University of Texas at EI Paso,164936912.0,,,,,,2009
University of Texas at El Paso,164936912.0,,,,,,2009
University of Texas at San Antonio,45438204.0,,,,,,2009
University of Texas at Tyler,221716585.0,,,,,,2009
University of Toledo,90871651.0,8.058085063676011e-17,0.0,1.0,0.0064935064935064,0.0,2009
University of Tulsa,87208437.0,,,,,,2009
University of Vermont,111236770.0,,,,,,2009
University of Virginia,51556381.0,,,,,,2009
University of Washington,201448701.0,,,,,,2009
University of Wisconsin Madison,135310074.0,,,,,,2009
University of Wisconsin Milwaukee,43579087.0,,,,,,2009
University of Wisconsin System,1304256225.0,,,,,,2009
University of Wisconsin–Madison,135310074.0,,,,,,2009
University of Wisconsin–Milwaukee,43579087.0,,,,,,2009
University of Wyoming,12834331.0,,,,,,2009
University of the Pacific,119942576.0,,,,,,2009
Vanderbilt University,200719446.0,1.0725233282223371e-16,0.07854592664719247,4.0,0.0431092896691763,0.0,2009
Villanova University,7863295.0,2.1038523573567238e-46,0.0,1.0,0.0163934426229508,0.0,2009
Virginia Commonwealth University,184840846.0,,,,,,2009
Virginia Polytechnic Institute and State University,859038795.0,,,,,,2009
Virginia Tech,859038795.0,,,,,,2009
Wake Forest University,47251452.0,3.068649249504993e-44,0.0,1.0,0.0196078431372549,0.0,2009
Washington State University,72951846.0,,,,,,2009
Washington University,204465549.0,5.092760382954914e-17,0.0,1.0,0.0099009900990099,0.0,2009
Washington University in St. Louis,204465549.0,5.092760382954914e-17,0.0,1.0,0.0099009900990099,0.0,2009
West Chester University,161171246.0,2.478816201320409e-19,0.0,2.0,0.0393241167434715,0.17732698954580706,2009
West Chester University of Pennsylvania,161171246.0,2.478816201320409e-19,0.0,2.0,0.0393241167434715,0.17732698954580706,2009
West Virginia University,12097938.0,4.0574880665437005e-16,0.0,1.0,0.0192307692307692,0.0,2009
Western Michigan University,141649380.0,3.068649249504993e-44,0.0,1.0,0.0196078431372549,0.0,2009
Widener University,138659443.0,,,,,,2009
William & Mary,16285277.0,,,,,,2009
William & Mary College,16285277.0,,,,,,2009
William and Mary,16285277.0,,,,,,2009
William and Mary College,16285277.0,,,,,,2009
Worcester Polytechnic Institute,107077323.0,1.745502735328353e-42,0.0,1.0,0.0222222222222222,0.0,2009
Wright State University,19648265.0,8.058085063676011e-17,0.0,1.0,0.0064935064935064,0.0,2009
Yale University,32971472.0,1.8191046258321358e-16,0.0009737098344693282,2.0,0.0403469079939667,0.0,2009
Yeshiva College,19772626.0,7.914260734403114e-16,0.016877637130801686,2.0,0.0237175951461665,0.0,2009
Yeshiva University,19772626.0,7.914260734403114e-16,0.016877637130801686,2.0,0.0237175951461665,0.0,2009
Adelphi University,71965598.0,,,,,,2011
American University,181401687.0,,,,,,2011
Andrews University,102298084.0,5.432235571583419e-10,0.0,1.0,0.0169491525423728,0.0,2011
Arizona State University,55732556.0,,,,,,2011
Auburn University,82497590.0,0.49152139997893934,0.0,2.0,0.0689655172413792,0.4944240719086135,2011
Ball State University,198089087.0,,,,,,2011
Baylor University,157394403.0,,,,,,2011
Binghamton University,123946342.0,2.485071434927819e-07,0.0,2.0,0.0434782608695652,0.24147195249121498,2011
"Binghamton University, SUNY",123946342.0,2.485071434927819e-07,0.0,2.0,0.0434782608695652,0.24147195249121498,2011
Biola University,152479009.0,,,,,,2011
Boston College,103531236.0,1.1348810699606591e-05,0.0380517503805175,3.0,0.0269962560253687,0.03704111490042009,2011
Boston University,111088046.0,2.563635299515749e-06,0.0,1.0,0.0149253731343283,0.0,2011
Bowling Green State University,157417397.0,,,,,,2011
Brandeis University,6902469.0,5.359762342251787e-05,0.02054794520547945,3.0,0.029358003673670398,0.0,2011
Brooklyn Polytechnic University,57206974.0,1.4855211060495023e-05,0.02054794520547945,2.0,0.015154994259471699,0.0,2011
Brown University,27804330.0,3.276678988201189e-06,0.0,1.0,0.0114942528735632,0.0,2011
California State University East Bay,184813773.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
California State University Fresno,67328108.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
California State University Fullerton,142934699.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
California State University Hayward,184813773.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
California State University Long Beach,59897056.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
California State University San Bernardino,43369023.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
California State University System,127339247.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
"California State University, East Bay",184813773.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
"California State University, Fresno",67328108.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
"California State University, Fullerton",142934699.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
"California State University, Hayward",184813773.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
"California State University, Long Beach",59897056.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
"California State University, San Bernardino",43369023.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
Carnegie Mellon University,74973139.0,1.8109978004551815e-46,0.00532724505327245,2.0,0.026470588235294003,0.0,2011
Case Western Reserve University,58956616.0,2.621243903469344e-07,0.01750380517503805,2.0,0.0202392821535393,0.0,2011
Catholic University of America,84470341.0,3.445812351724357e-06,0.06468797564687975,3.0,0.0337961926091825,0.0,2011
Central Michigan University,1629065.0,,,,,,2011
Chapman University,185071736.0,1.561495245020707e-08,0.03424657534246575,2.0,0.026132699813337802,0.0,2011
Clark Atlanta University,52064589.0,1.2863924943420693e-63,0.0,1.0,0.0149253731343283,0.0,2011
Clark College,130785548.0,,,,,,2011
Clark University,130785548.0,,,,,,2011
Clarkson University,16944753.0,,,,,,2011
Clemson University,8078737.0,2.6272051307771306e-08,0.0,1.0,0.0084745762711864,0.0,2011
Cleveland State University,102607778.0,,,,,,2011
College of William and Mary,16285277.0,,,,,,2011
Colorado School of Mines,167576493.0,,,,,,2011
Columbia University,78577930.0,,,,,,2011
Cornell University,205783295.0,0.00043731571715038364,0.06735159817351598,4.0,0.0485639937620135,0.0,2011
Dartmouth College,107672454.0,7.240615573577607e-07,0.04528158295281583,4.0,0.0682026307026305,0.03853770012273793,2011
Drexel University,72816309.0,4.0104320407043604e-46,0.00684931506849315,2.0,0.0316283666913763,0.0,2011
Duke University,170897317.0,1.8649750240995278e-06,0.03424657534246575,3.0,0.0340557275541794,0.04239695842298893,2011
Duquesne University,165102784.0,,,,,,2011
East Carolina University,186335123.0,2.069195719312914e-08,0.0,1.0,0.0131578947368421,0.0,2011
East Tennessee State University,119443389.0,2.5636595166427144e-36,0.0,1.0,0.0454545454545454,0.0,2011
Eastern Michigan University,138216421.0,,,,,,2011
Emory University,150468666.0,1.2863924943420693e-63,0.0,1.0,0.0149253731343283,0.0,2011
Florida Agricultural and Mechanical University,8248082.0,,,,,,2011
Florida Atlantic University,63772739.0,,,,,,2011
Florida Institute of Technology,106959904.0,,,,,,2011
Florida International University,19700959.0,,,,,,2011
Fordham University,164389053.0,2.6002623996553375e-05,0.14269406392694062,4.0,0.040186520993571104,0.018520557450210046,2011
Fullerton University,142934699.0,0.018837187626327034,0.0,1.0,0.0833333333333333,0.0,2011
George Mason University,162714631.0,,,,,,2011
George Washington University,193531525.0,,,,,,2011
Georgetown University,184565670.0,1.8126730025535074e-06,0.04490106544901065,2.0,0.0253326919993585,0.0,2011
Georgia Institute of Technology,130701444.0,5.593950959076486e-06,0.0,1.0,0.0483870967741935,0.0,2011
Georgia Southern University,39815113.0,5.593950959076486e-06,0.0,1.0,0.0483870967741935,0.0,2011
Georgia State University,181565077.0,5.593950959076486e-06,0.0,1.0,0.0483870967741935,0.0,2011
Hartford University,162281398.0,,,,,,2011
Harvard University,136199984.0,7.457532673872855e-06,0.0,1.0,0.0117647058823529,0.0,2011
Hofstra University,139290212.0,,,,,,2011
Howard University,137853757.0,2.410374872741534e-05,0.03462709284627093,4.0,0.0602896603646228,0.03186331559301834,2011
Illinois Institute of Technology,180949307.0,1.7140635748386651e-06,0.0,1.0,0.0123456790123456,0.0,2011
Illinois State University,47301684.0,,,,,,2011
Indiana State University,86420138.0,,,,,,2011
Indiana University of Pennsylvania,200885203.0,6.360806911412692e-46,0.0076103500761035,3.0,0.04922027290448339,0.0553428599220591,2011
Jackson State University,61937129.0,,,,,,2011
