Year,Name,Position,Institution,SubInstitution,Education,AffiliationId,carnegie_id,FixedPosition,StateSystem,PrimarySample
2018,Frank Brown Hundley,Chair,Rutgers State University Of New Jersey,,,102322142.0,186380.0,Board President,,True
2018,Susan M. McCue,Governor,Rutgers State University Of New Jersey,,,102322142.0,186380.0,Trustee,,True
2018,Kimberlee M. Pastva,Secretary (Interim),Rutgers State University Of New Jersey,,,102322142.0,186380.0,Other Board Member,,True
2018,Anish Patel,Student Representative Governor,Rutgers State University Of New Jersey,,,102322142.0,186380.0,Other Board Member,,True
2018,Martin Perez,Governor,Rutgers State University Of New Jersey,,Puerto Rico 1974 BA: Seton Hall 1981 MA; Rutgers 1986 JD,102322142.0,186380.0,Trustee,,True
2018,Samuel Rabinowitz,Faculty Representative Governor,Rutgers State University Of New Jersey,,"Baruch Col 1973 BBA; Michigan State 1975 MA, 1979 PhD",102322142.0,186380.0,Other Board Member,,True
2018,"Joseph M. ""Joe"" Rigby, CPA",Governor,Rutgers State University Of New Jersey,,Rutgers 1979 BAcc; Monmouth U MBA,102322142.0,186380.0,Trustee,,True
2018,"Dudley H. Rivers, Jr",Governor,Rutgers State University Of New Jersey,,Rutgers 1982 BA; Columbia 1984 MBA,102322142.0,186380.0,Trustee,,True
2018,Richard W. Roper,Governor,Rutgers State University Of New Jersey,,Rutgers (Newark) 1968 BA; Princeton 1971 MPA,102322142.0,186380.0,Trustee,,True
2018,Kenneth M. Schmidt,Vice Chair,Rutgers State University Of New Jersey,,Rutgers 1967 BA; Western New England 1969 MBA,102322142.0,186380.0,Board Vice President,,True
2018,Sandy. J. Stewart,Governor,Rutgers State University Of New Jersey,,"Rutgers (Camden) 1981 BA, 1987 MS",102322142.0,186380.0,Trustee,,True
2018,William M. Tambussi,Governor,Rutgers State University Of New Jersey,,Dickinson Col 1980 BA; New England 1983 JD,102322142.0,186380.0,Trustee,,True
2018,Heather C. Taylor,Governor,Rutgers State University Of New Jersey,,,102322142.0,186380.0,Trustee,,True
2018,Monsignor Michael A. Andreano,Trustee,Seton Hall University,,,12524447.0,186584.0,Regent,,True
2018,"Mary Ann Christopher, RN, FAAN",Trustee,Seton Hall University,,Fairfield BSN; Seton Hall MSN,12524447.0,186584.0,Regent,,True
2018,"James E. ""Jim"" Collins",Trustee,Seton Hall University,,Loras 1984 BA; Iowa 2004 MA,12524447.0,186584.0,Regent,,True
2018,Henry F. D'Alessandro,Trustee,Seton Hall University,,,12524447.0,186584.0,Regent,,True
2018,Dr. Margaret Dames,Trustee,Seton Hall University,,,12524447.0,186584.0,Regent,,True
2018,"Francis J. ""Frank"" Hager",Trustee,Seton Hall University,,,12524447.0,186584.0,Regent,,True
2018,Dr. Mary J. Meehan,Trustee,Seton Hall University,,,12524447.0,186584.0,Regent,,True
2018,Patrick M. Murray,Trustee,Seton Hall University,,"Seton Hall BS, MBA",12524447.0,186584.0,Regent,,True
2018,Monsignor Thomas P. Nydegger,Trustee,Seton Hall University,,,12524447.0,186584.0,Regent,,True
2018,Monsignor Joseph R. Reilly,Trustee,Seton Hall University,,,12524447.0,186584.0,Regent,,True
2018,The Most Reverend Arthur J. Serratelli,Trustee,Seton Hall University,,Seton Hall 1965 BA; U Gregoriana DD,12524447.0,186584.0,Regent,,True
2018,Pamela M. Swartzberg,Secretary,Seton Hall University,,,12524447.0,186584.0,Other Board Member,,True
2018,Cardinal Joseph Tobin,Chairman,Seton Hall University,,,12524447.0,186584.0,Board President,,True
2018,Monsignor Robert Wister,Trustee,Seton Hall University,,,12524447.0,186584.0,Regent,,True
